date,open,high,low,close,volume,rsi,macd,ma,label
2018-05-14,8679.71,8879.99,8277.0,8663.34,320583612.23009104,46.55298024608857,43.6833468271052,8977.122333333336,0
2018-05-15,8663.37,8859.99,8401.3,8462.0,242341031.0616692,43.78363768405602,2.410758701045779,8980.689000000004,0
2018-05-16,8462.0,8488.0,8083.01,8330.0,257056552.43007565,42.018813187398116,-40.482702180637716,8989.525000000003,0
2018-05-17,8330.0,8464.0,7979.0,8041.46,209489039.34104192,38.37730772162707,-96.64478461294675,8994.73966666667,0
2018-05-18,8038.82,8273.21,7911.9,8239.81,189870380.8577869,42.09251258564598,-123.72225905862615,8996.96666666667,1
2018-05-19,8238.01,8390.8,8095.73,8233.49,141878775.40909585,42.00561274518524,-144.0310238344864,8995.483000000004,0
2018-05-20,8233.49,8609.0,8163.9,8526.98,167440553.7493928,47.4329708217568,-134.88876234737472,8984.483000000004,1
2018-05-21,8526.97,8595.31,8305.0,8381.24,181750674.82134956,45.17226268855231,-137.8148108990972,8966.68066666667,0
2018-05-22,8386.89,8400.18,7935.11,7977.11,194335432.4375409,39.544029293593944,-170.77505052339257,8939.683666666671,0
2018-05-23,7977.12,8031.9,7425.0,7501.95,331238049.64074606,34.15556302463809,-232.5569470891678,8891.948333333337,0
2018-05-24,7501.95,7730.73,7266.99,7575.01,284286378.50810045,35.608468896243615,-272.48319713826186,8823.782333333338,1
2018-05-25,7578.99,7649.55,7308.15,7457.0,199749585.9695036,34.292220590919605,-310.07312869081943,8776.682666666671,0
2018-05-26,7456.99,7620.0,7300.0,7333.96,145636226.4590289,32.925652999021,-345.8054895517598,8712.281333333338,0
2018-05-27,7334.0,7400.0,7231.11,7338.99,136710618.49801704,33.0431257193655,-369.4588721117352,8659.736000000004,1
2018-05-28,7338.99,7437.0,7058.02,7099.0,196788994.26580808,30.315094459628757,-402.9248684523236,8584.769333333337,0
2018-05-29,7099.0,7540.0,7032.95,7461.29,288070643.9128678,38.561366398026756,-395.65230298181814,8519.512333333338,1
2018-05-30,7467.98,7569.0,7260.5,7375.96,237956894.04949045,37.437647788204295,-392.25251746524737,8457.177333333337,0
2018-05-31,7382.07,7699.0,7327.51,7485.01,231017579.83413267,39.850046363742614,-376.41960838570867,8404.295000000004,1
2018-06-01,7485.01,7608.55,7355.54,7521.01,211458512.1230823,40.66347529535104,-356.8534305212761,8346.734000000004,1
2018-06-02,7521.01,7697.33,7437.0,7640.03,203370447.69065264,43.389222445639106,-327.96262529391333,8276.40166666667,1
2018-06-03,7636.81,7786.69,7600.0,7714.26,211737376.85348508,45.08359821480903,-295.66843173636335,8209.744000000004,1
2018-06-04,7714.26,7760.52,7446.5,7487.0,244167051.18701583,41.034248194828685,-285.1262751686372,8130.510666666672,0
2018-06-05,7487.0,7679.49,7358.0,7625.0,237722147.65258065,44.305541612833416,-262.6089015025427,8062.710333333338,1
2018-06-06,7626.64,7699.0,7467.05,7658.84,207006657.7801965,45.10971755502719,-239.27490331397803,8005.838333333338,1
2018-06-07,7658.79,7765.0,7620.0,7691.08,192949056.8419996,45.911021413747484,-215.69464942477225,7955.955666666671,1
2018-06-08,7691.08,7703.5,7531.0,7603.44,178204158.39968467,44.02938209969163,-201.75325792269086,7899.070333333338,0
2018-06-09,7603.44,7683.98,7450.0,7491.73,147171153.412775,41.6842578194198,-197.44267189772472,7848.7213333333375,0
2018-06-10,7491.73,7491.73,6622.81,6764.99,367338754.56308055,30.356448512957595,-249.78893444913047,7794.221000000004,0
2018-06-11,6765.0,6922.0,6610.0,6872.0,233056682.85777128,33.233594093982404,-279.4179557136313,7741.08966666667,1
2018-06-12,6872.0,6890.51,6435.0,6530.0,245787800.8012235,29.09639403449854,-326.72937743694547,7669.432666666671,0
2018-06-13,6530.0,6627.6,6118.68,6292.78,295395681.6623412,26.62090031362726,-378.99685169382246,7590.414000000004,0
2018-06-14,6292.78,6720.0,6260.0,6635.98,289074808.78413,35.2093653963829,-388.2503218187958,7529.546666666672,1
2018-06-15,6638.67,6666.66,6362.31,6388.9,196192096.14553955,32.28013510852163,-410.78577195296293,7464.843333333338,0
2018-06-16,6380.01,6560.0,6320.86,6483.98,143760033.69408152,34.537110145064645,-416.1757027195845,7412.9273333333385,1
2018-06-17,6482.5,6589.03,6422.0,6449.61,129120718.76299886,34.09475278172769,-418.39760628067506,7353.254000000004,0
2018-06-18,6444.06,6794.38,6380.0,6712.46,208570443.95997888,40.383535826818864,-394.4022588566777,7302.553000000004,1
2018-06-19,6711.39,6841.74,6653.0,6741.21,163420093.794135,41.046169042355466,-368.8144253038963,7243.027333333337,1
2018-06-20,6740.0,6817.23,6551.81,6761.51,175935335.65057912,41.540259811556844,-342.9445907505342,7189.036333333338,1
2018-06-21,6763.21,6795.0,6672.57,6718.84,171149859.23602843,40.76684392690585,-322.1718760349304,7147.0940000000055,0
2018-06-22,6717.69,6733.97,5918.94,6045.0,327460666.9145165,30.962839669970055,-355.9791009610544,7098.529000000005,0
2018-06-23,6045.92,6260.0,6008.48,6149.98,162755765.84514263,33.640372497247036,-370.0350281714236,7051.028000000005,1
2018-06-24,6149.98,6259.8,5750.0,6136.97,284095336.0578902,33.46714137676606,-377.8684181149165,7007.027000000005,0
2018-06-25,6137.95,6350.0,6061.97,6252.0,242859915.8036461,36.57693010141666,-370.5233143029536,6970.961666666672,1
2018-06-26,6252.0,6272.54,6035.0,6070.78,119676555.56449406,33.88948638473214,-375.002411723176,6928.688000000006,0
2018-06-27,6065.89,6190.43,5971.0,6133.73,117103011.80356832,35.65797053610192,-369.2164919045681,6896.512333333339,1
2018-06-28,6134.73,6173.01,5827.0,5853.98,185247010.87925187,31.611017535434122,-382.7920078084562,6842.935333333339,0
2018-06-29,5851.01,6300.0,5780.0,6197.92,201409363.91549844,40.545216429691685,-361.62898456724633,6803.66733333334,1
2018-06-30,6197.92,6528.99,6186.03,6390.07,241568568.0310778,44.877720955191826,-325.5989351951612,6767.16933333334,1
2018-07-01,6391.08,6441.06,6251.0,6356.81,175096501.49486908,44.27628425044756,-296.31295423190204,6728.362666666672,0
2018-07-02,6360.82,6685.0,6271.62,6615.29,235524330.64865333,49.896076419952216,-249.37182436915646,6694.204666666673,1
2018-07-03,6615.29,6679.35,6463.01,6513.86,254550438.13768885,47.85647612091658,-217.84402377163042,6654.191333333339,0
2018-07-04,6511.01,6784.92,6441.11,6586.98,156277884.33011597,49.46033255704857,-184.82726804682625,6624.190666666673,1
2018-07-05,6585.53,6712.0,6453.33,6529.2,230809190.3074052,48.198718149142685,-161.4623766037821,6587.664000000006,0
2018-07-06,6529.2,6648.54,6425.0,6609.78,192230903.67599213,50.109969419302715,-134.88848870277798,6552.6953333333395,1
2018-07-07,6609.79,6818.16,6508.88,6756.98,158034155.17779145,53.48614370227269,-100.78885016264394,6521.558666666674,1
2018-07-08,6753.48,6780.0,6667.44,6712.1,165941351.79836008,52.32352369463641,-76.50418919629828,6491.84733333334,0
2018-07-09,6712.1,6802.06,6612.24,6662.12,179250573.66648534,50.99415635753402,-60.59291135433159,6464.193666666673,0
2018-07-10,6662.78,6681.0,6263.0,6296.91,249099760.1897497,42.49759063212228,-76.5698542262462,6448.591000000007,0
2018-07-11,6296.91,6406.0,6278.99,6378.07,182357469.02807087,44.70260656262958,-81.74050913471092,6432.126666666674,1
2018-07-12,6378.07,6380.28,6070.0,6250.57,194325733.7875043,41.979198837610305,-95.0310164375287,6422.812333333341,0
2018-07-13,6251.4,6350.0,6110.0,6214.57,164467999.80925834,41.215680810825866,-107.23262738489302,6420.2053333333415,0
2018-07-14,6214.57,6335.0,6178.0,6251.99,110959488.24719918,42.38863031398968,-112.58519861277182,6407.405666666674,1
2018-07-15,6250.9,6395.0,6225.4,6353.01,145409822.7448766,45.54744638263123,-107.43721084415574,6406.209333333341,1
2018-07-16,6354.15,6747.3,6330.4,6723.35,237104112.45049536,55.237174135625175,-72.63673939188811,6414.188333333341,1
2018-07-17,6723.33,7468.99,6652.04,7317.44,364669305.0369064,65.76242811181116,2.848151226178743,6443.116000000008,1
2018-07-18,7317.44,7588.08,7225.38,7381.9,440669913.2083524,66.67795166366473,67.09838574202877,6465.430666666675,1
2018-07-19,7381.88,7576.28,7270.0,7466.21,305198281.13948625,67.88747564081562,123.39781864485212,6489.597333333341,1
2018-07-20,7468.86,7700.0,7273.0,7337.53,342862693.0959096,64.06520314017995,155.83574677504294,6508.798000000008,0
2018-07-21,7337.47,7458.47,7211.0,7398.78,212126417.2287315,65.07322555566975,184.36021187106053,6531.4626666666745,1
2018-07-22,7399.25,7582.4,7335.5,7394.79,225619234.83744207,64.94541844969973,204.28917783664656,6576.455666666675,0
2018-07-23,7394.78,7833.0,7375.0,7721.01,320156546.58240986,70.11371039606522,243.59820612493513,6628.823333333342,1
2018-07-24,7721.65,8486.0,7696.0,8397.24,487117211.68189824,77.51443943190517,325.5641034320006,6704.165666666674,1
2018-07-25,8397.24,8491.77,8050.0,8175.64,398119757.80385005,71.28484572709023,368.3947739326122,6768.287000000008,0
2018-07-26,8175.63,8315.69,7850.06,7920.0,352101207.6799552,64.8136121706138,377.36040154497096,6829.927666666675,0
2018-07-27,7920.0,8285.0,7805.0,8188.57,350881696.75270694,68.09092192561073,401.5087376908941,6898.422333333341,1
2018-07-28,8188.57,8246.54,8067.0,8225.04,214357817.0314018,68.51971173316738,418.76206387142156,6977.457666666674,1
2018-07-29,8225.04,8294.51,8115.0,8211.0,209564023.05224952,68.14009186025291,426.3874098661772,7044.560333333341,0
2018-07-30,8210.99,8273.0,7866.0,8173.92,321599782.180698,67.08302285808007,424.5446192937934,7104.022000000008,0
2018-07-31,8171.4,8180.0,7633.0,7730.93,379841367.2024023,55.92161006550091,382.92448856849205,7149.826000000007,0
2018-08-01,7735.67,7750.0,7430.0,7604.58,322252070.44348675,53.202632197340726,335.87310992538096,7182.80233333334,0
2018-08-02,7600.08,7709.46,7455.72,7525.71,285656680.7015636,51.51874663835462,288.8902564594064,7216.530666666674,0
2018-08-03,7525.71,7540.0,7282.44,7418.78,330599837.7285522,49.243137955071454,240.25810338538759,7244.25733333334,0
2018-08-04,7412.27,7494.81,6926.0,7009.84,262282965.4857332,41.66373195579057,166.79601076744802,7260.278666666673,0
2018-08-05,7009.84,7089.87,6882.29,7024.19,229992627.52322164,42.00108629639953,108.4841603030518,7274.092333333339,1
2018-08-06,7024.19,7160.0,6821.0,6934.82,229071781.11536676,40.43286719460613,54.43272007820542,7280.020333333339,0
2018-08-07,6935.0,7150.46,6670.0,6720.06,316365882.1031662,36.870254039320855,-5.667442150130228,7280.285666666673,0
2018-08-08,6720.63,6721.54,6123.0,6285.0,382460776.49398136,30.925529726725415,-87.39551862930875,7267.7150000000065,0
2018-08-09,6283.27,6622.81,6178.6,6529.79,332880900.89059937,37.07332728314604,-130.9041196471344,7275.477666666673,1
2018-08-10,6529.79,6575.88,6026.39,6144.01,374699380.94849145,32.208151706365754,-194.27474301270013,7267.675666666673,0
2018-08-11,6148.13,6488.0,5971.0,6232.35,291056267.0892287,34.33327759693796,-234.66306909098967,7267.06833333334,1
2018-08-12,6222.55,6472.3,6130.0,6308.33,243227298.87942725,36.186163265145446,-257.5710388777861,7270.1936666666725,1
2018-08-13,6308.56,6545.0,6145.04,6246.35,341552293.0073,35.310879677521044,-277.5278694642757,7270.005666666673,0
2018-08-14,6248.25,6250.33,5880.0,6188.08,303179556.3624503,34.46679640241685,-294.64917126891305,7264.508000000005,0
2018-08-15,6188.08,6609.0,6172.11,6267.16,439109005.4034304,36.6790283236213,-298.39709523244437,7249.301666666672,1
2018-08-16,6265.27,6480.0,6205.6,6311.75,307755605.1624039,37.950948618511006,-294.3759291613378,7215.778666666672,1
2018-08-17,6316.0,6585.0,6285.4,6584.49,374472431.7235812,45.201588609395266,-266.1136944428199,7189.198333333338,1
2018-08-18,6579.04,6620.0,6288.0,6387.96,345964004.3657212,41.443537235446215,-256.61589009705494,7153.256666666672,0
2018-08-19,6387.96,6541.0,6300.0,6477.53,289271954.5532653,43.73932814533059,-239.10500760282775,7124.590000000006,1
2018-08-20,6477.53,6530.0,6220.0,6254.84,317617945.7492608,39.584046113895305,-240.4252562742695,7086.458666666672,0
2018-08-21,6251.0,6500.0,6235.08,6480.0,265458342.7817206,45.24780954197601,-220.7582686946389,7055.9656666666715,1
2018-08-22,6479.98,6882.54,6251.2,6360.89,512501182.2029021,42.95379244480386,-212.33554886792353,7010.628333333339,0
2018-08-23,6362.57,6576.99,6342.28,6525.01,259786384.55491504,46.94516294068938,-190.22457978581951,6948.2206666666725,1
2018-08-24,6525.0,6725.0,6440.5,6681.64,251513064.47447148,50.504423445864724,-158.23866862706745,6898.420666666672,1
2018-08-25,6686.98,6789.0,6650.61,6733.64,129083702.47542232,51.66378920947877,-127.22704400266593,6858.87533333334,1
2018-08-26,6733.64,6775.27,6568.0,6700.0,134117930.3957502,50.83422949028149,-104.16383902340385,6809.256333333339,0
2018-08-27,6700.0,6940.51,6646.5,6908.64,254214730.3171242,55.59640902141306,-68.26367741260401,6765.376333333339,1
2018-08-28,6907.26,7135.0,6860.0,7076.11,338220284.29016566,59.02696987097064,-25.999406322517643,6727.5466666666725,1
2018-08-29,7077.0,7133.81,6912.34,7031.22,304565438.4850058,57.739267277838266,3.828947452592729,6689.4566666666715,0
2018-08-30,7033.21,7063.63,6784.81,6984.84,309357226.58362526,56.37095170369979,23.455276507706913,6664.587000000005,0
2018-08-31,6984.84,7089.0,6888.0,7011.21,282722730.0613196,56.99497141942504,40.668323186127054,6644.808000000005,1
2018-09-01,7011.21,7275.0,7008.74,7200.01,287299347.7691456,61.266522507826195,68.75184040499062,6633.95133333334,1
2018-09-02,7201.57,7345.45,7127.0,7302.01,288526018.71327895,63.38262379555727,98.10785144079546,6630.059000000007,1
2018-09-03,7302.0,7338.28,7191.63,7263.02,235393601.4251404,61.98850786131812,116.87922360342509,6638.498333333339,0
2018-09-04,7263.0,7410.0,7227.17,7359.06,258978411.271086,64.08406475899,137.91549269262578,6649.660666666673,1
2018-09-05,7359.05,7397.3,6682.0,6700.0,449463489.0579976,45.533016729134,100.25062667769635,6641.833333333339,0
2018-09-06,6697.27,6725.0,6265.0,6516.01,390391932.2091176,41.887517812526774,54.92139402579778,6635.031666666673,0
2018-09-07,6516.84,6544.0,6320.0,6395.54,250716129.90518972,39.649138524529896,9.171010677150662,6638.71633333334,0
2018-09-08,6395.54,6478.0,6111.0,6185.05,241711345.37120345,36.02662607892021,-43.56904477466378,6627.225000000006,0
2018-09-09,6185.06,6441.0,6141.53,6250.81,233583450.10542047,37.93446478385565,-79.14727574375229,6630.785000000005,1
2018-09-10,6252.26,6373.98,6221.0,6312.0,204178349.9698747,39.7354399402216,-101.23874130934928,6633.440000000005,1
2018-09-11,6311.99,6404.0,6169.68,6294.91,208346648.80045933,39.39163860666948,-118.75645659510883,6632.992666666672,0
2018-09-12,6293.0,6360.0,6192.37,6338.62,197398009.0125667,40.802411078748854,-127.64097476377992,6636.068333333339,1
2018-09-13,6338.62,6535.0,6337.4,6487.38,260985165.19184464,45.45573785867189,-121.28028700688355,6646.045000000006,1
2018-09-14,6487.39,6584.99,6385.62,6476.63,241466662.6480057,45.17935788855347,-115.77228050781287,6653.02733333334,0
2018-09-15,6476.63,6565.45,6466.13,6514.96,164557841.0798692,46.43006047561494,-107.07988475489037,6659.801000000006,1
2018-09-16,6514.96,6524.62,6370.0,6505.0,178614079.15149954,46.13551624713838,-99.84384950966796,6657.15133333334,0
2018-09-17,6500.08,6533.84,6201.0,6248.69,228970700.7504221,39.237239562847975,-113.48315124620694,6652.509000000006,0
2018-09-18,6248.69,6390.0,6224.98,6336.45,205736329.40707865,42.412291057101264,-115.87516085464904,6647.80633333334,1
2018-09-19,6336.39,6517.7,6123.0,6391.89,247455364.5237956,44.389187009991986,-112.00616370052558,6652.374666666674,1
2018-09-20,6392.0,6540.0,6325.0,6492.0,161844271.63360685,47.869248518217454,-99.71249169999646,6652.774666666674,1
2018-09-21,6492.0,6784.86,6491.0,6759.02,345746941.9999864,55.8121869658529,-67.6436319651084,6666.045666666673,1
2018-09-22,6759.01,6839.03,6627.0,6723.05,197210670.89197847,54.60520010025518,-44.61699106780179,6672.647000000006,0
2018-09-23,6723.05,6788.23,6661.75,6708.0,203479219.38640648,54.07824112353394,-27.268289611874934,6673.525666666672,0
2018-09-24,6706.81,6730.0,6557.0,6581.39,234355999.54311827,49.73033295038432,-23.465195427181243,6668.450666666672,0
2018-09-25,6581.42,6584.01,6325.02,6447.54,258927200.8310643,45.55994861082378,-30.89564647419138,6660.035333333339,0
2018-09-26,6445.11,6557.99,6379.7,6465.12,216859675.30134344,46.19812002102621,-34.96274462812653,6645.251333333338,1
2018-09-27,6467.84,6750.0,6434.0,6689.13,216914853.24175173,53.65348810807949,-19.88103811479141,6632.352000000005,1
2018-09-28,6689.12,6814.8,6540.88,6634.58,283144987.50423056,51.77209557727298,-12.189888702750977,6619.130666666672,0
2018-09-29,6634.58,6636.0,6464.57,6596.38,198424303.60660568,50.438282308294966,-9.072436728044522,6606.182000000005,0
2018-09-30,6597.66,6662.0,6533.0,6626.57,183438992.37719536,51.50171523230256,-4.1182799190510195,6593.360666666673,1
2018-10-01,6626.57,6667.09,6510.0,6611.61,136115256.9683068,50.91868099106263,-1.3832763801638066,6573.747333333338,0
2018-10-02,6610.0,6640.0,6494.0,6525.79,185725492.2802391,47.590304457447694,-6.070743392373515,6547.873333333338,0
2018-10-03,6525.79,6549.0,6430.0,6510.0,184622957.0249073,46.98180069523131,-10.933679161000327,6522.772666666672,0
2018-10-04,6510.01,6643.46,6505.09,6593.79,132348680.67600606,50.5920435707994,-7.934968675896016,6497.263666666672,1
2018-10-05,6591.69,6697.0,6543.08,6635.65,106264514.65757656,52.33816298241181,-2.1558653764450355,6495.118666666673,1
2018-10-06,6635.65,6651.0,6566.77,6594.27,72247942.41429408,50.44044402609118,-0.9044782856899474,6497.727333333339,0
2018-10-07,6596.44,6640.0,6525.0,6615.26,114489082.7536428,51.40300765568298,1.7606765949376495,6505.051333333338,1
2018-10-08,6615.26,6715.6,6587.0,6673.01,153704602.4302414,54.04746029530018,8.435533819418197,6521.316666666672,1
2018-10-09,6673.01,6685.38,6607.0,6656.61,102115186.42882323,53.162731361690305,12.260729265158261,6534.843333333339,0
2018-10-10,6656.67,6659.95,6530.0,6631.0,101609680.88217255,51.738440502364305,13.07499089056455,6545.476666666672,0
2018-10-11,6630.21,6633.92,6205.0,6252.68,308153124.4458242,36.27681980363255,-16.615430809080863,6544.069000000005,0
2018-10-12,6252.71,6360.0,6209.0,6298.01,183030273.0112748,38.642837819977,-36.07173919701836,6542.715333333339,1
2018-10-13,6298.0,6345.0,6285.07,6332.93,120728650.99596693,40.476348197595854,-48.11857067819983,6537.5670000000055,1
2018-10-14,6332.92,6416.0,6308.0,6339.34,99527294.08483064,40.82590536166645,-56.49727260017244,6532.990666666671,1
2018-10-15,6339.34,7680.0,6300.0,6752.5,627984505.5555727,57.96210529128221,-29.459306611971442,6540.908666666672,1
2018-10-16,6752.5,6900.0,6670.0,6759.27,186122772.22286084,58.17583517977661,-7.399939451849605,6549.384333333338,1
2018-10-17,6762.76,6811.12,6676.01,6740.89,179641733.16423723,57.32371635210901,8.501159485019343,6565.791000000006,0
2018-10-18,6739.01,6796.0,6567.0,6618.96,134777360.1544343,51.89346474821592,11.13579643572848,6575.208000000004,0
2018-10-19,6618.96,6648.14,6523.0,6528.88,136686215.6690547,48.25646239112964,5.8871980759058715,6579.774333333337,0
2018-10-20,6528.88,6617.65,6505.55,6588.4,126325797.49570584,50.714396421280014,6.455991975464713,6582.9876666666705,1
2018-10-21,6585.72,6663.9,6580.0,6590.11,43146401.58918715,50.78672571712175,6.964465919842951,6577.357333333337,1
2018-10-22,6590.12,6639.0,6535.27,6581.2,106815019.55165032,50.37191601552593,6.572706578032012,6572.629000000004,0
2018-10-23,6581.2,6595.0,6515.45,6553.51,90969791.0251596,49.03160755720549,3.9819810928192965,6567.479333333338,0
2018-10-24,6553.51,6630.0,6547.53,6565.5,78795617.02141578,49.656266011796795,2.8632989480756805,6566.949666666671,1
2018-10-25,6566.81,6575.09,6502.8,6528.09,67691945.44596253,47.69226006548421,-1.0300651134539294,6569.6346666666705,0
2018-10-26,6528.13,6600.0,6515.01,6538.63,61792487.79642334,48.312545340286135,-3.227885217347648,6572.085000000005,1
2018-10-27,6538.63,6558.35,6463.04,6505.6,50667220.04441258,46.453472748659735,-7.54791082333395,6565.967333333338,0
2018-10-28,6505.6,6514.17,6453.0,6489.93,37298357.26271342,45.557810278091296,-12.096558681889292,6561.145666666672,0
2018-10-29,6489.93,6505.01,6315.0,6344.5,88484721.03624511,38.1970069299773,-27.123715167289447,6552.749666666671,0
2018-10-30,6344.5,6395.0,6317.01,6330.87,56393439.18288881,37.58410203881594,-39.67531964824593,6542.893000000005,0
