,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Return Range,Accuracy Range,Average Return NOTH,Average Accuracy NOTH,Average Precision,Average Recall,Average F1
0,0.517481884057971,0.5466485507246377,701.0195022781546,0.5333333333333333,5.0,794.7710986759249,549.8110300578777,0.5591397849462365,0.5053763440860215,,,713.8864368676258,0.5225806451612903,0.6148095442716326,0.4782608695652174,0.4493622293877436
1,0.5125,0.5276268115942029,748.5173001977223,0.5032258064516129,5.0,985.3687508557468,669.3010101780842,0.5698924731182796,0.4731182795698925,,,635.2157176251624,0.5462365591397849,0.4913388881130817,0.6391304347826087,0.5547290211327817
2,0.5190217391304348,0.5330615942028986,717.8769266661843,0.5311827956989247,5.0,817.3170085246925,619.2912200874694,0.5483870967741935,0.4946236559139785,,,615.5921143209821,0.5397849462365591,0.514286789787869,0.6130434782608696,0.5574483294483296
3,0.5064311594202898,0.5104166666666667,792.6235863339714,0.4903225806451613,5.0,895.9914470708818,643.5141775140881,0.5161290322580645,0.4731182795698925,,,614.2662444317118,0.5462365591397849,0.48248309397762446,0.6782608695652174,0.562593233486796
4,0.5122282608695652,0.5235507246376812,640.6515560204323,0.4881720430107527,5.0,790.7114628821745,489.02733401704376,0.5053763440860215,0.4731182795698925,,,574.2478553941843,0.5247311827956989,0.4697959097959098,0.508695652173913,0.4520569979169896
5,0.5135869565217391,0.5548007246376812,909.8584508036407,0.5247311827956989,4.0,1259.9445458821504,761.2336524814178,0.5483870967741935,0.4946236559139785,,,605.7357500861851,0.5376344086021505,0.507814150401837,0.6521739130434783,0.5686030600189893
6,0.5106884057971014,0.5208333333333333,750.8727297043349,0.4967741935483871,4.0,1086.4327817653596,616.6927513440612,0.5161290322580645,0.46236559139784944,,,588.3278782957566,0.5333333333333333,0.48571980255281605,0.6478260869565219,0.5533852712997296
7,0.5110507246376812,0.5267210144927537,827.4048335071451,0.5096774193548387,5.0,995.5195196597695,669.3010101780842,0.5483870967741935,0.4946236559139785,,,593.8099188206153,0.5333333333333333,0.4957547505778638,0.6478260869565217,0.5604892164892166
8,0.5079710144927537,0.5163043478260869,778.1069067470931,0.5182795698924731,5.0,879.8807645597192,696.7900556069344,0.5698924731182796,0.4838709677419355,,,568.1778279727798,0.5247311827956989,0.5034876187561167,0.6478260869565218,0.5657643419171893
9,0.4953804347826087,0.5158514492753623,867.3224724875624,0.4967741935483871,4.0,1114.5821714296321,699.1397946412917,0.5483870967741935,0.46236559139784944,,,601.9176601300976,0.5075268817204301,0.4881605126136142,0.6130434782608696,0.5386802798004338
10,0.5290760869565218,0.5480072463768116,1174.5385969997153,0.5096774193548387,1.0,1309.115994591184,940.7955876396097,0.5268817204301075,0.4946236559139785,,,740.7320401682844,0.5612903225806452,0.4957751838274701,0.7695652173913043,0.6030197101844229
11,0.5086050724637681,0.5303442028985508,721.7593597891334,0.4903225806451613,5.0,841.9823356927787,613.6027490769392,0.5483870967741935,0.46236559139784944,,,591.7050842010369,0.5225806451612903,0.48249864799780634,0.6173913043478261,0.539179060445522
12,0.5079710144927537,0.5230978260869565,732.4375797216746,0.4967741935483871,5.0,968.9041398921985,480.6994453471799,0.5161290322580645,0.4838709677419355,,,798.840447347678,0.5225806451612903,0.3866585497835498,0.5173913043478261,0.4421529492398781
13,0.50625,0.5176630434782609,902.5673468879879,0.4924731182795699,4.0,1042.0587330416017,703.3999910669303,0.5483870967741935,0.46236559139784944,,,612.0804178755201,0.5419354838709677,0.4857757486843095,0.6652173913043479,0.5584635556659536
14,0.5126811594202898,0.5407608695652174,836.6495350271896,0.5161290322580645,4.0,1045.0405970343559,645.9303332432982,0.5591397849462365,0.4838709677419355,,,616.2182262608327,0.5311827956989247,0.5041262979889034,0.6434782608695653,0.5621215952054742
15,0.5000905797101449,0.5108695652173914,889.1054165380381,0.4967741935483871,5.0,953.8900476100702,735.0372089917618,0.5591397849462365,0.44086021505376344,,,585.0846986002811,0.5333333333333333,0.49170447244872734,0.7043478260869565,0.5755556113669031
16,0.5011775362318841,0.5058876811594203,799.7811933869576,0.4989247311827957,5.0,941.2503867829756,666.6397330758599,0.5376344086021505,0.44086021505376344,,,607.113430775565,0.5462365591397849,0.49004040353355427,0.6652173913043479,0.5626472859414037
17,0.5016304347826086,0.5045289855072463,863.3046501662687,0.4752688172043011,4.0,1044.1196340229296,662.4782484925998,0.4946236559139785,0.45161290322580644,,,668.5766261582183,0.5419354838709677,0.471788899986224,0.682608695652174,0.5575571204694125
18,0.5009963768115941,0.5054347826086956,893.1888565974989,0.4795698924731183,5.0,945.7842080292271,783.7834078248137,0.5053763440860215,0.45161290322580644,,,618.4240911321829,0.5526881720430107,0.4749980454328281,0.691304347826087,0.5629619167250351
19,0.49574275362318837,0.5027173913043478,892.5339803887957,0.4924731182795699,5.0,945.7842080292271,770.0428585959785,0.5053763440860215,0.4838709677419355,,,618.9922599883542,0.5440860215053763,0.48374250092980386,0.7043478260869565,0.5734186194363186
20,0.5031702898550725,0.5067934782608696,877.9825099369148,0.4903225806451613,5.0,945.7842080292271,817.3170085246925,0.5053763440860215,0.46236559139784944,,,614.1375566187014,0.5505376344086022,0.4819348586196412,0.6869565217391304,0.5663599228816621
21,0.5071557971014492,0.516304347826087,889.9442936446964,0.4731182795698925,5.0,956.0250125934983,837.9461111818135,0.5053763440860215,0.44086021505376344,,,648.009619681374,0.5290322580645161,0.4713006006633166,0.6956521739130435,0.5615802475756957
22,0.5018115942028986,0.511322463768116,937.5722179997832,0.4774193548387097,4.0,1138.7403366170806,867.3164933077339,0.5268817204301075,0.45161290322580644,,,616.0208795446439,0.5397849462365591,0.47473283126424937,0.7000000000000001,0.5649117053200371
23,0.5020833333333333,0.5058876811594203,944.7277336066206,0.4688172043010753,4.0,1136.6861717354611,853.5575468925522,0.5053763440860215,0.45161290322580644,,,601.5774095920721,0.5419354838709677,0.4693088618237966,0.717391304347826,0.5670350350305309
24,0.4992753623188405,0.5072463768115941,888.8493814631654,0.4709677419354838,4.0,1023.2070175228927,644.477510798584,0.4946236559139785,0.46236559139784944,,,591.556688825737,0.5290322580645161,0.46986447342611726,0.708695652173913,0.5647583544135268
