date,open,high,low,close,volume,fng,fundrate,inflation
2018-12-03,4160.55,4179.0,3827.0,3884.01,195055919.54337287,17,2.19,2.167857142857143
2018-12-04,3884.76,4085.0,3781.0,3951.64,191673423.70626593,12,2.2,2.171428571428572
2018-12-05,3950.98,3970.0,3745.0,3769.84,169404368.19157183,19,2.2,2.1750000000000003
2018-12-06,3768.44,3899.99,3500.0,3508.75,254722331.4949405,13,2.2,2.178571428571429
2018-12-07,3508.75,3549.99,3224.6,3403.55,322364604.2802089,11,2.19,2.1821428571428574
2018-12-08,3403.57,3495.0,3222.0,3410.93,187909876.24894735,11,2.1933333333333334,2.185714285714286
2018-12-09,3411.36,3658.0,3394.04,3545.37,161618597.82859048,14,2.1966666666666668,2.1892857142857145
2018-12-10,3548.49,3610.0,3370.11,3432.88,142507933.07357892,19,2.2,2.192857142857143
2018-12-11,3434.01,3480.0,3324.32,3380.39,121841475.29281934,15,2.19,2.196428571428572
2018-12-12,3379.23,3492.0,3350.0,3445.0,116227185.79240072,14,2.19,2.2
2018-12-13,3446.38,3460.0,3255.5,3302.06,134817053.72748312,14,2.19,2.2
2018-12-14,3302.06,3335.39,3177.0,3224.17,145101409.49359843,10,2.19,2.2
2018-12-15,3225.19,3276.5,3156.26,3211.72,95588793.64058843,11,2.1933333333333334,2.2
2018-12-16,3211.71,3294.0,3186.0,3228.67,80068159.40481837,13,2.1966666666666668,2.2
2018-12-17,3229.22,3585.0,3216.0,3509.08,228756567.64954677,17,2.2,2.2
2018-12-18,3509.03,3678.59,3424.47,3652.98,216563775.02523196,23,2.2,2.2
2018-12-19,3653.0,3912.73,3622.55,3662.22,352638213.53853136,21,2.2,2.2
2018-12-20,3660.01,4120.0,3635.0,4049.62,399967057.78281647,27,2.4,2.2
2018-12-21,4051.86,4139.99,3764.0,3838.66,325803279.9626696,35,2.4,2.2
2018-12-22,3840.25,3979.0,3785.0,3948.91,165085567.58556616,28,2.4,2.2
2018-12-23,3948.91,4021.53,3870.0,3929.71,158756356.8176238,31,2.4,2.2
2018-12-24,3929.71,4198.0,3924.83,4008.01,264628967.06591076,25,2.4,2.2
2018-12-25,4010.11,4020.0,3646.41,3745.79,235584302.95256105,33,2.4,2.2
2018-12-26,3745.56,3837.15,3656.74,3777.74,159705204.50415567,26,2.4,2.2
2018-12-27,3777.74,3813.98,3535.0,3567.91,161915849.87310502,29,2.4,2.2
2018-12-28,3567.89,3887.25,3540.04,3839.26,170638519.2472785,21,2.4,2.2
2018-12-29,3839.0,3892.0,3670.0,3695.32,148205200.1077372,24,2.4,2.2
2018-12-30,3696.71,3903.5,3657.9,3801.91,124966229.52022897,23,2.4,2.2
2018-12-31,3803.12,3810.0,3630.33,3702.9,111847216.11708207,26,2.4,2.2
2019-01-01,3701.23,3810.16,3642.0,3797.14,88149249.09230462,24,2.4,2.2
2019-01-02,3796.45,3882.14,3750.45,3858.56,133876627.2465106,30,2.4,2.2
2019-01-03,3857.57,3862.74,3730.0,3766.78,111657372.69526468,33,2.4,2.2
2019-01-04,3767.2,3823.64,3703.57,3792.01,111034550.64066195,48,2.4,2.2
2019-01-05,3790.09,3840.99,3751.0,3770.96,115893501.27515878,36,2.4,2.2
2019-01-06,3771.12,4027.71,3740.0,3987.6,142198812.18914708,31,2.4,2.2
2019-01-07,3987.62,4017.9,3921.53,3975.45,126830380.4928724,39,2.4,2.2
2019-01-08,3976.76,4069.8,3903.0,3955.13,154778846.54236615,39,2.4,2.2
2019-01-09,3955.45,4006.81,3930.04,3966.65,115218950.31554872,42,2.4,2.2
2019-01-10,3966.06,3996.01,3540.0,3585.88,221789348.03469807,37,2.4,2.2
2019-01-11,3585.88,3658.0,3465.0,3601.31,137560743.6248598,19,2.4,2.2
2019-01-12,3601.31,3618.19,3530.0,3583.13,78908770.67658037,22,2.4,2.2
2019-01-13,3584.1,3611.1,3441.3,3476.81,92882249.46737902,21,2.4,2.2
2019-01-14,3477.56,3671.87,3467.02,3626.09,125631820.06705056,16,2.4,2.2
2019-01-15,3626.08,3648.42,3516.62,3553.06,122785440.2288754,27,2.4,2.2
2019-01-16,3553.06,3645.0,3543.51,3591.84,98504455.20666537,24,2.4,2.2
2019-01-17,3591.84,3634.7,3530.39,3616.21,106709136.97324342,28,2.4,2.2
2019-01-18,3613.32,3620.0,3565.75,3594.87,81699723.54479145,29,2.4,2.2
2019-01-19,3594.87,3720.0,3594.23,3665.3,81354185.90325992,31,2.4,2.2
2019-01-20,3665.75,3693.73,3475.0,3539.28,99767239.95381454,35,2.4,2.2
2019-01-21,3539.26,3559.51,3475.5,3526.9,69316548.76685554,30,2.4,2.2
2019-01-22,3526.88,3608.5,3434.85,3570.93,103804480.11605988,27,2.4,2.2
2019-01-23,3570.41,3607.98,3514.5,3552.82,88816396.34583545,33,2.4,2.2
2019-01-24,3552.97,3589.0,3529.22,3569.62,74037052.86632736,37,2.4,2.2
2019-01-25,3569.07,3587.15,3522.51,3565.29,62634926.45524528,35,2.4,2.2
2019-01-26,3566.69,3662.94,3545.0,3565.25,69841766.64693148,41,2.4,2.2
2019-01-27,3565.62,3579.0,3486.0,3550.84,80743416.84653682,39,2.4,2.2
2019-01-28,3550.05,3557.75,3380.27,3434.15,139258708.7643088,35,2.4,2.2
2019-01-29,3434.0,3443.45,3349.92,3411.04,100542807.46479908,21,2.4,2.2
2019-01-30,3410.04,3478.0,3387.1,3458.18,82521122.86191754,22,2.4,2.2
2019-01-31,3457.5,3489.2,3418.8,3434.1,101928346.97699685,17,2.4,2.2
2019-02-01,3434.1,3488.0,3401.2,3462.07,87075914.2326683,23,2.4,2.2
2019-02-02,3462.2,3526.4,3440.29,3504.77,62134037.97539881,22,2.4,2.2
2019-02-03,3504.06,3511.09,3426.0,3458.11,68801620.06241606,19,2.4,2.2
2019-02-04,3458.11,3484.88,3433.31,3463.22,80024258.22766612,27,2.4,2.2
2019-02-05,3463.22,3478.97,3448.43,3471.59,87491347.06381486,21,2.4,2.2
2019-02-06,3471.57,3482.72,3380.0,3405.37,120500703.0051573,14,2.4,2.2
2019-02-07,3407.0,3426.45,3390.0,3398.4,63611505.78657223,18,2.4,2.2
2019-02-08,3398.4,3733.58,3373.1,3659.04,170118212.46197885,37,2.4,2.2
2019-02-09,3660.27,3680.02,3625.13,3665.18,90488500.0676624,42,2.4,2.2
2019-02-10,3665.18,3684.99,3609.76,3680.06,84696423.96233752,40,2.4,2.2
2019-02-11,3679.75,3684.9,3615.53,3631.05,90731831.90427426,46,2.4,2.2
2019-02-12,3631.05,3667.6,3582.34,3631.46,106766439.99436474,38,2.4,2.2
2019-02-13,3631.51,3670.0,3591.75,3609.4,93350740.94830574,48,2.4,2.2
2019-02-14,3608.34,3626.4,3568.11,3590.56,78367545.57945932,48,2.4,2.1962962962962966
2019-02-15,3590.57,3653.23,3573.45,3602.47,74938358.18352868,43,2.4,2.1925925925925926
2019-02-16,3602.49,3648.2,3597.91,3618.41,70894921.80761532,43,2.4,2.188888888888889
2019-02-17,3617.22,3700.11,3604.4,3667.58,93426433.13226132,38,2.4,2.1851851851851856
2019-02-18,3667.62,3925.0,3655.0,3898.6,242898012.76922593,63,2.4,2.1814814814814816
2019-02-19,3897.35,3994.52,3856.0,3907.79,197091641.04739997,65,2.4,2.177777777777778
2019-02-20,3907.35,3986.98,3870.66,3969.74,142571564.56112987,59,2.4,2.174074074074074
2019-02-21,3969.74,4016.48,3901.03,3937.31,122714273.87417652,59,2.4,2.1703703703703705
2019-02-22,3937.31,3988.0,3926.65,3962.0,94739322.74557024,61,2.4,2.166666666666667
2019-02-23,3962.0,4162.02,3933.15,4117.76,135782959.41827348,63,2.4,2.162962962962963
2019-02-24,4118.0,4198.0,3712.66,3743.56,244146803.51886997,69,2.4,2.1592592592592594
2019-02-25,3743.56,3872.66,3740.0,3827.92,145285565.2031707,47,2.4,2.155555555555556
2019-02-26,3828.44,3841.51,3777.0,3809.23,109932596.10609365,40,2.4,2.151851851851852
2019-02-27,3809.31,3838.85,3677.17,3818.07,119564023.12004228,39,2.4,2.1481481481481484
2019-02-28,3818.04,3888.0,3763.87,3813.69,124703738.39336836,39,2.4,2.1444444444444444
2019-03-01,3814.26,3857.0,3813.01,3823.0,88851336.5211179,42,2.4,2.140740740740741
2019-03-02,3822.17,3841.31,3772.25,3819.93,74175357.77882297,41,2.4,2.1370370370370373
2019-03-03,3819.97,3835.0,3781.32,3807.75,63791898.99159701,44,2.4,2.1333333333333333
2019-03-04,3807.32,3830.0,3670.69,3715.3,129739738.23815794,36,2.4,2.1296296296296298
2019-03-05,3716.1,3877.1,3703.55,3857.73,124945530.76214452,35,2.4,2.125925925925926
2019-03-06,3857.58,3907.0,3813.09,3861.84,95417637.5889866,42,2.4,2.1222222222222222
2019-03-07,3861.84,3905.4,3840.4,3873.64,102585458.38333897,56,2.4,2.1185185185185187
2019-03-08,3873.63,3932.0,3800.0,3864.89,135000852.01035947,54,2.4,2.1148148148148147
2019-03-09,3864.88,3971.75,3854.75,3943.04,121353606.96803357,55,2.4,2.111111111111111
2019-03-10,3943.43,3943.43,3881.69,3916.82,90693949.72150733,55,2.4,2.107407407407408
2019-03-11,3915.99,3936.98,3830.0,3871.61,147721971.09446937,56,2.4,2.103703703703704
2019-03-12,3871.61,3905.2,3826.06,3882.73,104393849.44844826,56,2.4,2.1
2019-03-13,3882.69,3893.56,3840.0,3866.0,94680049.46033753,54,2.4,2.0965517241379312
2019-03-14,3866.0,3920.0,3810.43,3877.12,104673038.77602254,55,2.4,2.0931034482758624
2019-03-15,3877.12,3939.22,3872.2,3923.76,84919900.71744472,55,2.4,2.089655172413793
2019-03-16,3924.46,4056.98,3921.98,4005.98,114227606.40681696,54,2.4,2.086206896551724
2019-03-17,4005.98,4012.0,3950.01,3981.14,74893913.05776027,58,2.4,2.082758620689656
2019-03-18,3981.85,4037.0,3953.33,3987.81,89526258.38910636,56,2.4,2.0793103448275865
2019-03-19,3987.83,4031.0,3970.0,4015.53,79503748.36263466,56,2.4,2.075862068965517
2019-03-20,4017.48,4050.0,3980.5,4043.04,94019734.23326427,55,2.41,2.0724137931034483
2019-03-21,4043.04,4069.32,3880.01,3980.64,144010401.50845116,62,2.41,2.0689655172413794
2019-03-22,3980.85,4008.0,3968.25,3986.93,79861943.8108997,56,2.41,2.0655172413793106
2019-03-23,3987.89,4018.83,3978.01,4006.01,69169819.8628637,50,2.4066666666666667,2.0620689655172413
2019-03-24,4006.01,4006.02,3950.0,3992.18,68524082.74695624,44,2.4033333333333333,2.0586206896551724
2019-03-25,3991.35,3999.3,3888.71,3936.12,131507366.37512892,46,2.4,2.055172413793104
2019-03-26,3935.47,3958.98,3894.0,3948.55,115330070.99071544,43,2.4,2.0517241379310347
2019-03-27,3948.77,4048.0,3936.15,4038.05,129681258.0162135,44,2.41,2.0482758620689654
2019-03-28,4039.58,4039.7,4002.0,4027.81,80822230.57984656,49,2.41,2.0448275862068965
2019-03-29,4028.22,4123.71,4024.03,4103.25,122585822.5865048,50,2.43,2.041379310344828
2019-03-30,4104.24,4140.0,4052.0,4106.97,79853835.581824,57,2.4233333333333333,2.037931034482759
2019-03-31,4106.99,4116.12,4082.57,4103.95,55472147.12701675,56,2.416666666666667,2.034482758620689
2019-04-01,4102.44,4158.7,4067.0,4144.56,105388238.14788891,62,2.41,2.0310344827586206
2019-04-02,4144.54,4897.99,4140.54,4857.29,489018726.75750667,60,2.41,2.027586206896552
2019-04-03,4857.19,5275.01,4753.5,4932.6,548900970.9178842,71,2.41,2.024137931034483
2019-04-04,4932.59,5039.08,4777.0,4898.66,301411332.0090243,61,2.41,2.0206896551724136
2019-04-05,4898.64,5028.22,4880.62,5004.95,197660830.71096665,59,2.41,2.0172413793103448
2019-04-06,5004.96,5205.0,4928.59,5043.89,210963411.61313188,65,2.41,2.013793103448276
2019-04-07,5042.07,5234.0,5026.0,5170.27,192916750.5719041,69,2.41,2.010344827586207
2019-04-08,5170.27,5305.0,5039.0,5236.9,260487077.7675668,65,2.41,2.0068965517241377
2019-04-09,5238.38,5238.4,5076.68,5150.0,175633627.31637353,64,2.41,2.003448275862069
2019-04-10,5150.0,5422.0,5135.0,5308.25,210870034.51205528,62,2.41,2.0
2019-04-11,5307.86,5332.67,4927.0,5017.37,277736905.85749793,65,2.41,2.0033333333333334
2019-04-12,5017.37,5080.58,4861.22,5048.01,166485761.0793121,42,2.41,2.006666666666667
2019-04-13,5047.0,5099.0,5004.0,5045.22,87375984.44461507,62,2.41,2.01
2019-04-14,5047.45,5152.99,5000.0,5131.3,92594930.42710131,51,2.41,2.013333333333333
2019-04-15,5131.28,5167.38,4950.0,5024.95,147687551.9414771,60,2.41,2.0166666666666666
2019-04-16,5024.95,5197.72,5003.94,5173.72,123581651.71216355,50,2.41,2.02
2019-04-17,5173.72,5230.4,5146.8,5202.82,120972345.51821636,61,2.42,2.023333333333333
2019-04-18,5202.41,5287.0,5198.8,5258.44,118573129.86520115,64,2.43,2.026666666666667
2019-04-19,5258.44,5320.0,5175.0,5258.68,128937309.63806376,61,2.44,2.03
2019-04-20,5258.68,5333.42,5230.1,5291.73,101343660.15324435,62,2.44,2.033333333333333
2019-04-21,5292.91,5314.35,5165.0,5256.14,133929931.15068737,62,2.44,2.036666666666666
2019-04-22,5257.41,5400.0,5208.35,5357.14,156632202.9709961,61,2.44,2.04
2019-04-23,5357.14,5600.0,5332.41,5493.31,227154061.8577141,68,2.44,2.043333333333333
2019-04-24,5490.91,5582.2,5333.35,5415.0,262493252.9358424,65,2.44,2.046666666666667
2019-04-25,5415.0,5491.84,5102.0,5219.9,265091565.61466023,58,2.44,2.05
2019-04-26,5220.47,5510.0,5161.62,5314.1,259659705.6513858,41,2.44,2.053333333333333
2019-04-27,5315.0,5342.5,5257.67,5295.69,81749716.42174439,42,2.4433333333333334,2.056666666666666
2019-04-28,5295.69,5340.0,5259.48,5307.52,76277087.37424076,40,2.4466666666666668,2.06
2019-04-29,5309.81,5332.0,5178.8,5238.14,104822151.5144498,42,2.45,2.063333333333333
2019-04-30,5238.14,5339.98,5192.15,5320.81,117309839.23079813,42,2.45,2.066666666666667
2019-05-01,5321.94,5402.0,5316.2,5383.2,92194935.6047804,51,2.45,2.0700000000000003
2019-05-02,5383.2,5538.0,5370.0,5492.87,124498567.2076544,50,2.41,2.0733333333333333
2019-05-03,5494.81,5844.0,5477.57,5772.69,264435878.92811015,63,2.4,2.0766666666666667
2019-05-04,5770.62,5900.0,5587.45,5829.45,228942582.4507792,66,2.4,2.08
2019-05-05,5829.83,5839.9,5696.0,5775.62,137653160.7660216,67,2.4,2.083333333333333
2019-05-06,5773.18,5805.0,5619.14,5747.79,144358553.85462248,57,2.4,2.086666666666667
2019-05-07,5749.92,6028.41,5747.74,5846.34,236176663.81792104,69,2.4,2.09
2019-05-08,5846.34,6014.72,5772.2,5987.29,136245255.5572078,63,2.39,2.0933333333333333
2019-05-09,5986.66,6224.55,5983.71,6209.18,167489934.34358987,69,2.38,2.0966666666666667
2019-05-10,6209.95,6468.92,6172.0,6373.33,231801342.4320928,71,2.38,2.1
2019-05-11,6375.16,7343.99,6372.85,7076.22,507216001.34340405,76,2.38,2.096969696969697
2019-05-12,7076.24,7521.78,6750.0,6967.31,619939454.4896551,75,2.38,2.093939393939394
2019-05-13,6968.24,8100.0,6870.0,7790.71,648012612.2927012,78,2.38,2.090909090909091
2019-05-14,7795.62,8366.0,7599.56,7947.56,611103206.0032725,78,2.38,2.087878787878788
2019-05-15,7945.26,8249.0,7850.0,8169.87,305196285.2755824,77,2.4,2.084848484848485
2019-05-16,8169.08,8320.0,7705.0,7866.59,557126171.2789642,75,2.39,2.081818181818182
2019-05-17,7868.67,7925.0,6913.0,7355.26,645676487.3744029,65,2.39,2.078787878787879
2019-05-18,7355.28,7458.0,7156.61,7257.45,271170511.0509332,67,2.39,2.075757575757576
2019-05-19,7257.32,8275.09,7243.08,8148.48,517729474.35844094,70,2.39,2.0727272727272728
2019-05-20,8147.94,8156.03,7553.0,7938.15,517939277.868858,73,2.39,2.06969696969697
2019-05-21,7937.16,8042.32,7771.0,7904.87,413637782.3697456,68,2.39,2.066666666666667
2019-05-22,7904.48,8016.0,7465.0,7628.43,384730220.72195166,69,2.38,2.0636363636363635
2019-05-23,7627.8,7940.98,7461.0,7851.51,381536239.5128484,65,2.38,2.060606060606061
2019-05-24,7849.95,8130.0,7766.0,7964.87,371381043.73160255,64,2.38,2.0575757575757576
2019-05-25,7964.52,8091.8,7908.34,8025.41,227376280.5854076,69,2.3825,2.0545454545454547
2019-05-26,8023.0,8740.0,7833.42,8614.43,409616322.3884788,67,2.385,2.051515151515152
2019-05-27,8612.54,8908.32,8589.0,8756.32,452651204.9349024,70,2.3875,2.0484848484848484
2019-05-28,8752.52,8798.49,8510.63,8715.64,273791910.6314759,71,2.39,2.0454545454545454
2019-05-29,8716.87,8750.0,8406.6,8645.68,292094591.01803863,71,2.39,2.0424242424242425
2019-05-30,8646.5,9074.26,8005.0,8269.54,603312537.3808434,73,2.39,2.0393939393939395
2019-05-31,8267.1,8594.0,8108.5,8555.0,373629673.9190144,61,2.4,2.0363636363636366
2019-06-01,8555.0,8626.0,8442.36,8544.07,272098436.34069574,62,2.393333333333333,2.033333333333333
2019-06-02,8545.1,8814.78,8524.0,8725.98,241414596.71950516,63,2.3866666666666667,2.0303030303030303
2019-06-03,8726.0,8800.95,8080.8,8115.82,387155494.9730488,66,2.38,2.027272727272728
2019-06-04,8115.66,8115.66,7481.02,7687.03,582173398.3257968,42,2.38,2.0242424242424244
2019-06-05,7687.04,7896.7,7572.78,7776.5,377635818.0044095,27,2.38,2.021212121212121
2019-06-06,7778.08,7868.13,7444.58,7786.7,282156410.54378915,34,2.37,2.018181818181818
2019-06-07,7787.57,8100.0,7737.49,7980.53,269125728.1416496,27,2.37,2.015151515151515
2019-06-08,7978.94,8044.65,7751.0,7893.62,179047320.02388045,62,2.37,2.012121212121212
2019-06-09,7895.28,7935.0,7506.66,7628.13,243970971.0244344,62,2.37,2.0090909090909093
2019-06-10,7627.57,8020.0,7511.0,7982.75,287125339.97011447,46,2.37,2.006060606060606
2019-06-11,7981.0,8010.0,7692.23,7884.9,238031771.51747337,61,2.37,2.003030303030303
2019-06-12,7884.9,8200.0,7788.99,8127.64,333291726.6460002,60,2.37,2.0
2019-06-13,8127.64,8309.82,8010.03,8218.54,248418184.7720466,63,2.37,2.003448275862069
2019-06-14,8216.44,8684.41,8144.32,8650.0,333475488.55375946,67,2.36,2.0068965517241377
2019-06-15,8650.88,8864.99,8567.63,8808.7,276420769.2933853,75,2.3666666666666667,2.010344827586207
2019-06-16,8810.77,9333.0,8760.0,8953.33,574211342.9796603,80,2.373333333333333,2.013793103448276
2019-06-17,8953.0,9444.0,8950.0,9313.96,441567296.05926627,84,2.38,2.0172413793103448
2019-06-18,9312.13,9336.36,8950.0,9081.55,470271954.2987056,83,2.37,2.0206896551724136
2019-06-19,9081.97,9304.0,8960.0,9255.49,293748062.6668488,82,2.37,2.024137931034483
2019-06-20,9253.76,9590.0,9175.2,9517.12,323621848.1987617,81,2.37,2.027586206896552
2019-06-21,9518.06,10174.99,9518.06,10159.86,494783687.9853515,84,2.38,2.0310344827586206
2019-06-22,10159.86,11160.0,9921.72,10729.5,1112069567.6381147,83,2.38,2.034482758620689
2019-06-23,10729.0,11392.64,10555.18,10906.07,625330374.7466884,84,2.38,2.037931034482759
2019-06-24,10905.95,11143.63,10620.8,11056.59,469746663.93811727,80,2.38,2.041379310344828
2019-06-25,11056.59,11850.0,11026.0,11820.86,697773986.2691858,87,2.38,2.0448275862068965
2019-06-26,11821.28,13970.0,11741.0,13093.8,1996178374.594492,95,2.38,2.0482758620689654
2019-06-27,13098.38,13478.04,10525.1,11329.99,2058443849.314,92,2.38,2.0517241379310347
2019-06-28,11329.99,12480.0,10982.88,12400.63,1129888341.3212836,62,2.4,2.055172413793104
2019-06-29,12407.06,12441.54,11475.02,11903.13,829011822.2365324,74,2.3966666666666665,2.0586206896551724
2019-06-30,11903.13,12180.0,10766.03,10854.1,971151050.9005817,78,2.393333333333333,2.0620689655172413
2019-07-01,10854.1,11282.28,10030.0,10624.93,972343281.8603553,65,2.39,2.0655172413793106
2019-07-02,10624.9,10938.75,9727.0,10842.85,1128353804.8007915,63,2.4,2.0689655172413794
2019-07-03,10844.98,11991.89,10841.04,11940.0,1097804642.7577736,79,2.41,2.0724137931034483
2019-07-04,11940.0,12000.0,11055.0,11145.67,775818897.3894848,76,2.415,2.075862068965517
2019-07-05,11145.67,11406.83,10796.44,10970.73,705853649.0264896,67,2.42,2.0793103448275865
2019-07-06,10982.41,11665.0,10964.51,11256.49,585001376.155429,72,2.4166666666666665,2.082758620689656
2019-07-07,11256.45,11538.0,11094.37,11406.24,439439052.9455421,67,2.4133333333333336,2.086206896551724
2019-07-08,11410.0,12338.03,11220.0,12238.6,618530684.4325522,74,2.41,2.089655172413793
2019-07-09,12238.6,12794.73,12068.0,12543.41,975986802.0300353,84,2.41,2.093103448275862
2019-07-10,12548.51,13147.08,11569.0,12108.37,1369749939.9675035,83,2.41,2.0965517241379312
2019-07-11,12108.11,12111.73,11000.0,11342.89,1007356802.218256,62,2.4,2.1
2019-07-12,11342.88,11885.0,11073.0,11757.22,649824820.7654814,33,2.38,2.103030303030303
2019-07-13,11757.22,11799.98,10830.0,11355.76,614050007.9919451,65,2.3866666666666667,2.106060606060606
2019-07-14,11355.78,11452.0,10103.0,10174.18,777646151.6029468,61,2.393333333333333,2.1090909090909093
2019-07-15,10174.18,11100.0,9860.0,10838.72,851028723.7031858,16,2.4,2.1121212121212123
2019-07-16,10833.78,11028.0,9350.01,9439.59,982462166.6932294,34,2.41,2.1151515151515152
2019-07-17,9430.17,9957.0,9060.0,9667.92,809555508.3476789,19,2.41,2.118181818181818
2019-07-18,9668.86,10788.0,9252.0,10627.16,807822745.1854327,40,2.41,2.121212121212121
2019-07-19,10628.64,10769.71,10121.84,10504.29,589931612.3419864,42,2.41,2.1242424242424245
2019-07-20,10505.78,11068.99,10350.0,10740.23,505569016.35008293,34,2.4066666666666667,2.1272727272727274
2019-07-21,10740.27,10817.9,10288.0,10589.45,409661485.99856466,42,2.4033333333333333,2.1303030303030304
2019-07-22,10590.15,10683.16,10100.0,10340.31,421016379.36208767,42,2.4,2.1333333333333333
2019-07-23,10343.08,10343.97,9822.0,9864.91,478441909.40505725,40,2.4,2.1363636363636367
2019-07-24,9864.78,9937.0,9525.0,9763.28,422534162.14571214,20,2.4,2.13939393939394
2019-07-25,9763.4,10175.0,9720.03,9879.87,378938450.0817674,42,2.4,2.1424242424242426
2019-07-26,9882.15,9889.98,9637.0,9824.0,265108103.13392133,24,2.4,2.145454545454545
2019-07-27,9824.0,10188.66,9333.0,9476.52,424932724.9687315,47,2.4,2.1484848484848484
2019-07-28,9478.92,9594.99,9165.0,9541.54,278537286.1348134,16,2.4,2.151515151515152
2019-07-29,9541.54,9729.0,9395.0,9507.64,277497756.76841676,19,2.4,2.1545454545454548
2019-07-30,9509.07,9714.28,9402.0,9574.21,310867928.28793913,22,2.39,2.1575757575757577
2019-07-31,9575.0,10109.8,9555.0,10080.53,389690761.44466114,31,2.4,2.1606060606060606
2019-08-01,10080.53,10467.86,9863.46,10374.99,422156523.6690079,57,2.14,2.163636363636364
2019-08-02,10375.0,10670.0,10281.35,10523.75,450323284.1507597,61,2.14,2.166666666666667
2019-08-03,10523.75,10904.77,10497.93,10816.86,363852799.8717801,61,2.1366666666666667,2.16969696969697
2019-08-04,10816.86,11040.0,10552.0,10929.23,431793873.4232976,62,2.1333333333333333,2.172727272727273
2019-08-05,10929.99,11937.52,10927.8,11828.8,757976547.217046,64,2.13,2.175757575757576
2019-08-06,11830.0,12330.7,11226.7,11481.69,904119081.6157126,66,2.13,2.1787878787878787
2019-08-07,11481.69,12141.17,11382.84,11975.03,814597979.050504,45,2.12,2.181818181818182
2019-08-08,11975.04,12060.0,11521.0,11999.77,604389131.062836,61,2.12,2.184848484848485
2019-08-09,11994.17,12045.68,11700.0,11879.99,467011047.9414285,60,2.12,2.187878787878788
2019-08-10,11879.98,11985.0,11270.0,11309.31,492217964.4905557,59,2.12,2.190909090909091
2019-08-11,11309.24,11600.0,11112.11,11549.97,304862403.351449,45,2.12,2.1939393939393943
2019-08-12,11539.08,11577.89,11235.32,11396.08,200325471.60414097,48,2.12,2.196969696969697
2019-08-13,11398.35,11456.16,10788.45,10892.71,368994475.5461124,45,2.12,2.2
2019-08-14,10893.36,10897.48,9928.1,10050.37,567724729.1059059,11,2.12,2.206666666666667
2019-08-15,10055.16,10460.0,9911.0,10293.93,387705855.0879112,13,2.13,2.2133333333333334
2019-08-16,10296.77,10536.03,9750.0,10331.54,527258446.3977765,31,2.13,2.22
2019-08-17,10331.15,10465.14,10000.0,10216.02,297776329.0305825,20,2.13,2.226666666666667
2019-08-18,10216.05,10500.0,10080.0,10306.78,248508872.4599864,14,2.13,2.2333333333333334
2019-08-19,10306.17,10930.0,10258.6,10915.54,396233441.0274596,30,2.13,2.24
2019-08-20,10914.73,10949.96,10560.0,10760.51,346664453.1367265,39,2.13,2.2466666666666666
2019-08-21,10760.51,10804.13,9858.0,10142.57,482889274.517917,11,2.12,2.2533333333333334
2019-08-22,10140.82,10242.0,9762.0,10099.88,341371442.9068388,5,2.12,2.26
2019-08-23,10099.9,10445.0,10019.79,10389.55,282732431.7520724,33,2.12,2.2666666666666666
2019-08-24,10388.16,10419.42,9890.0,10134.35,279962133.6257099,39,2.12,2.273333333333333
2019-08-25,10134.61,10333.0,9906.97,10142.69,265132761.31704283,33,2.12,2.28
2019-08-26,10142.69,10604.0,10137.93,10372.25,432249835.49069726,41,2.12,2.286666666666666
2019-08-27,10373.6,10391.08,10051.08,10185.05,289340681.0789518,30,2.12,2.293333333333333
2019-08-28,10185.69,10299.0,9601.01,9721.0,420034883.00315255,32,2.12,2.3
2019-08-29,9721.0,9724.0,9320.0,9498.44,337838761.5572865,20,2.12,2.306666666666666
2019-08-30,9499.01,9696.0,9350.41,9584.54,255854874.4507745,24,2.13,2.313333333333333
2019-08-31,9582.76,9684.51,9420.75,9587.47,164116756.46299693,20,2.13,2.32
2019-09-01,9588.74,9830.0,9520.0,9724.98,188513289.12235728,24,2.13,2.3266666666666667
2019-09-02,9723.59,10450.0,9712.5,10340.0,448462178.630381,28,2.13,2.333333333333333
2019-09-03,10340.0,10773.0,10272.0,10615.28,505617667.3992669,41,2.13,2.34
2019-09-04,10611.85,10799.0,10369.89,10567.02,463526509.325937,43,2.13,2.3466666666666667
2019-09-05,10565.92,10900.0,10450.0,10564.49,358861340.7897901,41,2.13,2.353333333333333
2019-09-06,10563.13,10905.87,10150.0,10298.73,623662984.3843305,43,2.12,2.36
2019-09-07,10298.71,10558.0,10288.57,10455.88,287851131.1802577,39,2.123333333333333,2.3666666666666667
2019-09-08,10455.9,10592.5,10208.0,10381.18,249900964.37153128,43,2.1266666666666665,2.373333333333333
2019-09-09,10381.24,10480.0,10068.5,10303.12,409724831.94712263,41,2.13,2.38
2019-09-10,10302.58,10384.99,9953.0,10098.15,294323839.5070076,41,2.13,2.3866666666666667
2019-09-11,10098.19,10293.0,9880.0,10158.33,321637085.47650874,38,2.13,2.393333333333333
2019-09-12,10158.75,10448.81,10040.0,10415.01,353390090.96777725,39,2.13,2.4
2019-09-13,10415.01,10439.0,10153.0,10342.06,311632094.25618845,38,2.14,2.4
2019-09-14,10344.13,10419.99,10222.33,10335.02,244063007.09022477,39,2.1766666666666667,2.4
2019-09-15,10332.81,10360.0,10252.15,10302.01,185853330.43704256,38,2.2133333333333334,2.4
2019-09-16,10303.34,10355.0,10078.0,10251.31,296325130.1709013,38,2.25,2.4
