,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Average Return NOTH,Average Accuracy NOTH,Average Precision,Average Recall,Average F1
0,0.54528430371127,0.5317211948790896,1217.261441920137,0.5160427807486632,1,1550.0483361839538,884.4745476563202,0.5347593582887701,0.49732620320855614,995.9102824073605,0.5133689839572192,0.4929197742390647,0.7865168539325842,0.602729154903068
