prediction
0.801088
0.2763507
0.4946061
0.55049664
0.44731203
0.7139565
0.3854438
0.44063583
0.641937
0.45171684
0.23140125
0.45885488
0.60772437
0.5231157
0.2659522
0.4876849
0.4624016
0.4097346
0.795396
0.24793808
0.48182872
0.6385241
0.626773
0.25881582
0.4731751
0.68400854
0.30933324
0.50137943
0.5563576
0.3745394
0.3996782
0.7942504
0.34239566
0.58036
0.62928647
0.56715745
0.49455613
0.61705333
0.69479644
0.3944664
0.36473027
0.51490843
0.78526753
0.21109279
0.42651764
0.65840286
0.33059427
0.48799735
0.43308613
0.6236195
0.37560692
0.24715482
0.47162467
0.60293406
0.3514285
0.33040175
0.61337113
0.74875945
0.24599941
0.44987693
0.57588446
0.38109538
0.5838051
0.3913605
0.6048744
0.46638715
0.6571976
0.3242827
0.462355
0.34824416
0.7385042
0.28868604
0.49519837
0.49330646
0.6676278
0.25942382
0.5363059
0.7155368
0.32150516
0.49760833
0.5817561
0.36225992
0.26551607
0.66092104
0.6435775
0.35642412
0.719469
0.2617356
0.47399992
0.67341816
0.2666135
0.27183414
0.54808426
0.39704224
0.6212364
0.46399534
0.3020577
0.72201145
0.25926083
0.5166156
0.5345088
0.6873106
0.653497
0.4255067
0.6907336
0.5736994
0.2772712
0.6457217
0.34648305
0.23310949
0.51485187
0.6282678
0.5895416
0.4212128
0.44178602
0.41327414
0.4245732
0.38511676
0.31239077
0.45508587
0.7536775
0.28696996
0.49172845
0.5957681
0.34086314
0.44029427
0.7552169
0.33472738
0.5191759
0.46953464
0.54741275
0.23769493
0.50956833
0.68844604
0.3119694
0.20593946
0.48241022
0.70434177
0.27525216
0.49138987
0.6741633
0.4074992
0.5347061
0.37389332
0.4514497
0.7871464
0.22979686
0.551608
0.7237231
0.31092054
0.51622546
0.4982915
0.48351064
0.28587577
0.61863697
0.6242761
0.32877254
0.29521093
0.6015807
0.7887778
0.26538268
0.475707
0.40097088
0.614928
0.7031393
0.27434653
0.47425446
0.5375822
0.6375943
0.37177557
0.5419182
0.20160682
0.45969567
0.68346703
0.22659917
0.50354433
0.6004205
0.26906124
0.51648265
0.503485
0.27221155
0.4500985
0.3719109
0.59847975
0.23142664
0.4762983
0.53506756
0.25451213
0.49499118
