,0.3835983
634,0.42845508
635,0.42845508
636,0.42845508
637,0.42845508
638,0.42845508
639,0.42845508
640,0.42845508
641,0.42845508
642,0.42845508
643,0.42845508
644,0.42845508
645,0.42845508
646,0.42845508
647,0.42845508
648,0.42845508
649,0.42845508
650,0.42845508
651,0.42845508
652,0.42845508
653,0.42845508
654,0.42845508
655,0.42845508
656,0.42845508
657,0.42845508
658,0.42845508
659,0.42845508
660,0.42845508
661,0.42845508
662,0.42845508
663,0.42845508
664,0.42845508
665,0.42845508
666,0.42845508
667,0.42845508
668,0.42845508
669,0.42845508
670,0.42845508
671,0.42845508
672,0.42845508
673,0.42845508
674,0.42845508
675,0.42845508
676,0.42845508
677,0.42845508
678,0.42845508
679,0.42845508
680,0.42845508
681,0.42845508
682,0.42845508
683,0.42845508
684,0.42845508
685,0.42845508
686,0.42845508
687,0.42845508
688,0.42845508
689,0.42845508
690,0.42845508
691,0.42845508
692,0.42845508
693,0.42845508
694,0.42845508
695,0.42845508
696,0.42845508
697,0.42845508
698,0.42845508
699,0.42845508
700,0.42845508
701,0.42845508
702,0.42845508
703,0.42845508
704,0.42845508
705,0.42845508
706,0.42845508
707,0.42845508
708,0.42845508
709,0.42845508
710,0.42845508
711,0.42845508
712,0.42845508
713,0.42845508
714,0.42845508
715,0.42845508
716,0.42845508
717,0.42845508
718,0.42845508
719,0.42845508
720,0.42845508
721,0.42845508
722,0.42845508
723,0.42845508
724,0.42845508
725,0.42845508
726,0.42845508
727,0.42845508
728,0.42845508
729,0.42845508
730,0.42845508
731,0.42845508
732,0.42845508
733,0.42845508
734,0.42845508
735,0.42845508
736,0.42845508
737,0.42845508
738,0.42845508
739,0.42845508
740,0.42845508
741,0.42845508
742,0.42845508
743,0.42845508
744,0.42845508
745,0.42845508
746,0.42845508
747,0.42845508
748,0.42845508
749,0.42845508
750,0.42845508
751,0.42845508
752,0.42845508
753,0.42845508
754,0.42845508
755,0.42845508
756,0.42845508
757,0.42845508
758,0.42845508
759,0.42845508
760,0.42845508
761,0.42845508
762,0.42845508
763,0.42845508
764,0.42845508
765,0.42845508
766,0.42845508
767,0.42845508
768,0.42845508
769,0.42845508
770,0.42845508
771,0.42845508
772,0.42845508
773,0.42845508
774,0.42845508
775,0.42845508
776,0.42845508
777,0.42845508
778,0.42845508
779,0.42845508
780,0.42845508
781,0.42845508
782,0.42845508
783,0.42845508
784,0.42845508
785,0.42845508
786,0.42845508
787,0.42845508
788,0.42845508
789,0.42845508
790,0.42845508
791,0.42845508
792,0.42845508
793,0.42845508
794,0.42845508
795,0.42845508
796,0.42845508
797,0.42845508
798,0.42845508
799,0.42845508
800,0.42845508
801,0.42845508
802,0.42845508
803,0.42845508
804,0.42845508
805,0.42845508
806,0.42845508
807,0.42845508
808,0.42845508
809,0.42845508
810,0.42845508
811,0.42845508
812,0.42845508
813,0.42845508
814,0.42845508
815,0.42845508
816,0.42845508
817,0.42845508
818,0.42845508
819,0.42845508
820,0.42845508
821,0.42845508
822,0.42845508
823,0.42845508
824,0.42845508
825,0.42845508
826,0.42845508
827,0.42845508
828,0.42845508
829,0.42845508
830,0.42845508
831,0.42845508
832,0.42845508
833,0.42845508
834,0.42845508
835,0.42845508
836,0.42845508
837,0.42845508
838,0.42845508
839,0.42845508
840,0.42845508
841,0.42845508
842,0.42845508
843,0.42845508
844,0.42845508
845,0.42845508
846,0.42845508
847,0.42845508
848,0.42845508
849,0.42845508
850,0.42845508
851,0.42845508
852,0.42845508
853,0.42845508
854,0.42845508
855,0.42845508
856,0.42845508
857,0.42845508
858,0.42845508
859,0.42845508
860,0.42845508
861,0.42845508
862,0.42845508
863,0.42845508
864,0.42845508
865,0.42845508
866,0.42845508
867,0.42845508
868,0.42845508
869,0.42845508
870,0.42845508
871,0.42845508
872,0.42845508
873,0.42845508
874,0.42845508
875,0.42845508
876,0.42845508
877,0.42845508
878,0.42845508
879,0.42845508
880,0.42845508
881,0.42845508
882,0.42845508
883,0.42845508
884,0.42845508
885,0.42845508
886,0.42845508
887,0.42845508
888,0.42845508
889,0.42845508
890,0.42845508
891,0.42845508
892,0.42845508
893,0.42845508
894,0.42845508
895,0.42845508
896,0.42845508
897,0.42845508
898,0.42845508
899,0.42845508
900,0.42845508
901,0.42845508
902,0.42845508
903,0.42845508
904,0.42845508
905,0.42845508
906,0.42845508
907,0.42845508
908,0.42845508
909,0.42845508
910,0.42845508
911,0.42845508
912,0.42845508
913,0.42845508
914,0.42845508
915,0.42845508
916,0.42845508
917,0.42845508
918,0.42845508
919,0.42845508
920,0.42845508
921,0.42845508
922,0.42845508
923,0.42845508
924,0.42845508
925,0.42845508
926,0.42845508
927,0.42845508
928,0.42845508
929,0.42845508
930,0.42845508
931,0.42845508
932,0.42845508
933,0.42845508
934,0.42845508
935,0.42845508
936,0.42845508
937,0.42845508
938,0.42845508
939,0.42845508
940,0.42845508
941,0.42845508
942,0.42845508
943,0.42845508
944,0.42845508
945,0.42845508
946,0.42845508
947,0.42845508
948,0.42845508
949,0.42845508
950,0.42845508
951,0.42845508
952,0.42845508
953,0.42845508
954,0.42845508
955,0.42845508
956,0.42845508
957,0.42845508
958,0.42845508
959,0.42845508
960,0.42845508
961,0.42845508
962,0.42845508
963,0.42845508
964,0.42845508
965,0.42845508
966,0.42845508
967,0.42845508
968,0.42845508
969,0.42845508
970,0.42845508
971,0.42845508
972,0.42845508
973,0.42845508
974,0.42845508
975,0.42845508
976,0.42845508
977,0.42845508
978,0.42845508
979,0.42845508
980,0.42845508
981,0.42845508
982,0.42845508
983,0.42845508
984,0.42845508
985,0.42845508
986,0.42845508
987,0.42845508
988,0.42845508
989,0.42845508
990,0.42845508
991,0.42845508
992,0.42845508
993,0.42845508
994,0.42845508
995,0.42845508
996,0.42845508
997,0.42845508
998,0.42845508
999,0.42845508
1000,0.42845508
1001,0.42845508
1002,0.42845508
1003,0.42845508
1004,0.42845508
1005,0.42845508
1006,0.42845508
1007,0.42845508
1008,0.42845508
1009,0.42845508
1010,0.42845508
1011,0.42845508
1012,0.42845508
1013,0.42845508
1014,0.42845508
1015,0.42845508
1016,0.42845508
1017,0.42845508
1018,0.42845508
1019,0.42845508
1020,0.42845508
1021,0.42845508
1022,0.42845508
1023,0.42845508
1024,0.42845508
1025,0.42845508
1026,0.42845508
1027,0.42845508
1028,0.42845508
1029,0.42845508
1030,0.42845508
1031,0.42845508
1032,0.42845508
1033,0.42845508
1034,0.42845508
1035,0.42845508
1036,0.42845508
1037,0.42845508
1038,0.42845508
1039,0.42845508
1040,0.42845508
1041,0.42845508
1042,0.42845508
1043,0.42845508
1044,0.42845508
1045,0.42845508
1046,0.42845508
1047,0.42845508
1048,0.42845508
1049,0.42845508
1050,0.42845508
1051,0.42845508
1052,0.42845508
1053,0.42845508
1054,0.42845508
1055,0.42845508
1056,0.42845508
1057,0.42845508
1058,0.42845508
1059,0.42845508
1060,0.42845508
1061,0.42845508
1062,0.42845508
1063,0.42845508
1064,0.42845508
1065,0.42845508
1066,0.42845508
1067,0.42845508
1068,0.42845508
1069,0.42845508
1070,0.42845508
1071,0.42845508
1072,0.42845508
1073,0.42845508
1074,0.42845508
1075,0.42845508
1076,0.42845508
1077,0.42845508
1078,0.42845508
1079,0.42845508
1080,0.42845508
1081,0.42845508
1082,0.42845508
1083,0.42845508
1084,0.42845508
1085,0.42845508
1086,0.42845508
1087,0.42845508
1088,0.42845508
1089,0.42845508
1090,0.42845508
1091,0.42845508
1092,0.42845508
1093,0.42845508
1094,0.42845508
1095,0.42845508
1096,0.42845508
1097,0.42845508
1098,0.42845508
1099,0.42845508
1100,0.42845508
1101,0.42845508
1102,0.42845508
1103,0.42845508
1104,0.42845508
1105,0.42845508
1106,0.42845508
1107,0.42845508
1108,0.42845508
1109,0.42845508
1110,0.42845508
1111,0.42845508
1112,0.42845508
1113,0.42845508
1114,0.42845508
1115,0.42845508
1116,0.42845508
1117,0.42845508
1118,0.42845508
1119,0.42845508
1120,0.42845508
1121,0.42845508
1122,0.42845508
1123,0.42845508
1124,0.42845508
1125,0.42845508
1126,0.42845508
1127,0.42845508
1128,0.42845508
1129,0.42845508
1130,0.42845508
1131,0.42845508
1132,0.42845508
1133,0.42845508
1134,0.42845508
1135,0.42845508
1136,0.42845508
1137,0.42845508
1138,0.42845508
1139,0.42845508
1140,0.42845508
1141,0.42845508
1142,0.42845508
1143,0.42845508
1144,0.42845508
1145,0.42845508
1146,0.42845508
1147,0.42845508
1148,0.42845508
1149,0.42845508
1150,0.42845508
1151,0.42845508
1152,0.42845508
1153,0.42845508
1154,0.42845508
1155,0.42845508
1156,0.42845508
1157,0.42845508
1158,0.42845508
1159,0.42845508
1160,0.42845508
1161,0.42845508
1162,0.42845508
1163,0.42845508
1164,0.42845508
1165,0.42845508
1166,0.42845508
1167,0.42845508
1168,0.42845508
1169,0.42845508
1170,0.42845508
1171,0.42845508
1172,0.42845508
1173,0.42845508
1174,0.42845508
1175,0.42845508
1176,0.42845508
1177,0.42845508
1178,0.42845508
1179,0.42845508
1180,0.42845508
1181,0.42845508
1182,0.42845508
1183,0.42845508
1184,0.42845508
1185,0.42845508
1186,0.42845508
1187,0.42845508
1188,0.42845508
1189,0.42845508
1190,0.42845508
1191,0.42845508
1192,0.42845508
1193,0.42845508
1194,0.42845508
1195,0.42845508
1196,0.42845508
1197,0.42845508
1198,0.42845508
1199,0.42845508
1200,0.42845508
1201,0.42845508
1202,0.42845508
1203,0.42845508
1204,0.42845508
1205,0.42845508
1206,0.42845508
1207,0.42845508
1208,0.42845508
1209,0.42845508
1210,0.42845508
1211,0.42845508
1212,0.42845508
1213,0.42845508
1214,0.42845508
1215,0.42845508
1216,0.42845508
1217,0.42845508
1218,0.42845508
1219,0.42845508
1220,0.42845508
1221,0.42845508
1222,0.42845508
1223,0.42845508
1224,0.42845508
1225,0.42845508
1226,0.42845508
1227,0.42845508
1228,0.42845508
1229,0.42845508
1230,0.42845508
1231,0.42845508
1232,0.42845508
1233,0.42845508
1234,0.42845508
1235,0.42845508
1236,0.42845508
1237,0.42845508
1238,0.42845508
1239,0.42845508
1240,0.42845508
1241,0.42845508
1242,0.42845508
1243,0.42845508
1244,0.42845508
1245,0.42845508
1246,0.42845508
1247,0.42845508
1248,0.42845508
1249,0.42845508
1250,0.42845508
1251,0.42845508
1252,0.42845508
1253,0.42845508
1254,0.42845508
1255,0.42845508
1256,0.42845508
1257,0.42845508
1258,0.42845508
1259,0.42845508
1260,0.42845508
1261,0.42845508
1262,0.42845508
1263,0.42845508
1264,0.42845508
1265,0.42845508
1266,0.42845508
1267,0.42845508
1268,0.42845508
1269,0.42845508
1270,0.42845508
1271,0.42845508
1272,0.42845508
1273,0.42845508
1274,0.42845508
1275,0.42845508
1276,0.42845508
1277,0.42845508
1278,0.42845508
1279,0.42845508
1280,0.42845508
1281,0.42845508
1282,0.42845508
1283,0.42845508
1284,0.42845508
1285,0.42845508
1286,0.42845508
1287,0.42845508
1288,0.42845508
1289,0.42845508
1290,0.42845508
1291,0.42845508
1292,0.42845508
1293,0.42845508
1294,0.42845508
1295,0.42845508
1296,0.42845508
1297,0.42845508
1298,0.42845508
1299,0.42845508
1300,0.42845508
1301,0.42845508
1302,0.42845508
1303,0.42845508
1304,0.42845508
1305,0.42845508
1306,0.42845508
1307,0.42845508
1308,0.42845508
1309,0.42845508
1310,0.42845508
1311,0.42845508
1312,0.42845508
1313,0.42845508
1314,0.42845508
1315,0.42845508
1316,0.42845508
1317,0.42845508
1318,0.42845508
1319,0.42845508
1320,0.42845508
1321,0.42845508
1322,0.42845508
1323,0.42845508
1324,0.42845508
1325,0.42845508
1326,0.42845508
1327,0.42845508
1328,0.42845508
1329,0.42845508
1330,0.42845508
1331,0.42845508
1332,0.42845508
1333,0.42845508
1334,0.42845508
1335,0.42845508
1336,0.42845508
1337,0.42845508
1338,0.42845508
1339,0.42845508
1340,0.42845508
1341,0.42845508
1342,0.42845508
1343,0.42845508
1344,0.42845508
1345,0.42845508
1346,0.42845508
1347,0.42845508
1348,0.42845508
1349,0.42845508
1350,0.42845508
1351,0.42845508
1352,0.42845508
1353,0.42845508
1354,0.42845508
1355,0.42845508
1356,0.42845508
1357,0.42845508
1358,0.42845508
1359,0.42845508
1360,0.42845508
1361,0.42845508
1362,0.42845508
1363,0.42845508
1364,0.42845508
1365,0.42845508
1366,0.42845508
1367,0.42845508
1368,0.42845508
1369,0.42845508
1370,0.42845508
1371,0.42845508
1372,0.42845508
1373,0.42845508
1374,0.42845508
1375,0.42845508
1376,0.42845508
1377,0.42845508
1378,0.42845508
1379,0.42845508
1380,0.42845508
1381,0.42845508
1382,0.42845508
1383,0.42845508
1384,0.42845508
1385,0.42845508
1386,0.42845508
1387,0.42845508
1388,0.42845508
1389,0.42845508
1390,0.42845508
1391,0.42845508
1392,0.42845508
1393,0.42845508
1394,0.42845508
1395,0.42845508
1396,0.42845508
1397,0.42845508
1398,0.42845508
1399,0.42845508
1400,0.42845508
1401,0.42845508
1402,0.42845508
1403,0.42845508
1404,0.42845508
1405,0.42845508
1406,0.42845508
1407,0.42845508
1408,0.42845508
1409,0.42845508
1410,0.42845508
1411,0.42845508
1412,0.42845508
1413,0.42845508
1414,0.42845508
1415,0.42845508
1416,0.42845508
1417,0.42845508
1418,0.42845508
1419,0.42845508
1420,0.42845508
1421,0.42845508
1422,0.42845508
1423,0.42845508
1424,0.42845508
1425,0.42845508
1426,0.42845508
1427,0.42845508
1428,0.42845508
1429,0.42845508
1430,0.42845508
1431,0.42845508
1432,0.42845508
1433,0.42845508
1434,0.42845508
1435,0.42845508
1436,0.42845508
1437,0.42845508
1438,0.42845508
1439,0.42845508
1440,0.42845508
1441,0.42845508
1442,0.42845508
1443,0.42845508
1444,0.42845508
1445,0.42845508
1446,0.42845508
1447,0.42845508
1448,0.42845508
1449,0.42845508
1450,0.42845508
1451,0.42845508
1452,0.42845508
1453,0.42845508
1454,0.42845508
1455,0.42845508
1456,0.42845508
1457,0.42845508
1458,0.42845508
1459,0.42845508
1460,0.42845508
1461,0.42845508
1462,0.42845508
1463,0.42845508
1464,0.42845508
1465,0.42845508
1466,0.42845508
1467,0.42845508
1468,0.42845508
1469,0.42845508
1470,0.42845508
1471,0.42845508
1472,0.42845508
1473,0.42845508
1474,0.42845508
1475,0.42845508
1476,0.42845508
1477,0.42845508
1478,0.42845508
1479,0.42845508
1480,0.42845508
1481,0.42845508
1482,0.42845508
1483,0.42845508
1484,0.42845508
1485,0.42845508
1486,0.42845508
1487,0.42845508
1488,0.42845508
1489,0.42845508
1490,0.42845508
1491,0.42845508
1492,0.42845508
1493,0.42845508
1494,0.42845508
1495,0.42845508
1496,0.42845508
1497,0.42845508
1498,0.42845508
1499,0.42845508
1500,0.42845508
1501,0.42845508
1502,0.42845508
1503,0.42845508
1504,0.42845508
1505,0.42845508
1506,0.42845508
1507,0.42845508
1508,0.42845508
1509,0.42845508
1510,0.42845508
1511,0.42845508
1512,0.42845508
1513,0.42845508
1514,0.42845508
1515,0.42845508
1516,0.42845508
1517,0.42845508
1518,0.42845508
1519,0.42845508
1520,0.42845508
1521,0.42845508
1522,0.42845508
1523,0.42845508
1524,0.42845508
1525,0.42845508
1526,0.42845508
1527,0.42845508
1528,0.42845508
1529,0.42845508
1530,0.42845508
1531,0.42845508
1532,0.42845508
1533,0.42845508
1534,0.42845508
1535,0.42845508
1536,0.42845508
1537,0.42845508
1538,0.42845508
1539,0.42845508
1540,0.42845508
1541,0.42845508
1542,0.42845508
1543,0.42845508
1544,0.42845508
1545,0.42845508
1546,0.42845508
1547,0.42845508
1548,0.42845508
1549,0.42845508
1550,0.42845508
1551,0.42845508
1552,0.42845508
1553,0.42845508
1554,0.42845508
1555,0.42845508
1556,0.42845508
1557,0.42845508
1558,0.42845508
1559,0.42845508
1560,0.42845508
1561,0.42845508
1562,0.42845508
1563,0.42845508
1564,0.42845508
1565,0.42845508
1566,0.42845508
1567,0.42845508
1568,0.42845508
1569,0.42845508
1570,0.42845508
1571,0.42845508
1572,0.42845508
1573,0.42845508
1574,0.42845508
1575,0.42845508
1576,0.42845508
1577,0.42845508
1578,0.42845508
1579,0.42845508
1580,0.42845508
1581,0.42845508
1582,0.42845508
1583,0.42845508
1584,0.42845508
1585,0.42845508
1586,0.42845508
1587,0.42845508
1588,0.42845508
1589,0.42845508
1590,0.42845508
1591,0.42845508
1592,0.42845508
1593,0.42845508
1594,0.42845508
1595,0.42845508
1596,0.42845508
1597,0.42845508
1598,0.42845508
1599,0.42845508
1600,0.42845508
1601,0.42845508
1602,0.42845508
1603,0.42845508
1604,0.42845508
1605,0.42845508
1606,0.42845508
1607,0.42845508
1608,0.42845508
1609,0.42845508
1610,0.42845508
1611,0.42845508
1612,0.42845508
1613,0.42845508
1614,0.42845508
1615,0.42845508
1616,0.42845508
1617,0.42845508
1618,0.42845508
1619,0.42845508
1620,0.42845508
1621,0.42845508
1622,0.42845508
1623,0.42845508
1624,0.42845508
1625,0.42845508
1626,0.42845508
1627,0.42845508
1628,0.42845508
1629,0.42845508
1630,0.42845508
1631,0.42845508
1632,0.42845508
1633,0.42845508
1634,0.42845508
1635,0.42845508
1636,0.42845508
1637,0.42845508
1638,0.42845508
1639,0.42845508
1640,0.42845508
1641,0.42845508
1642,0.42845508
1643,0.42845508
1644,0.42845508
1645,0.42845508
1646,0.42845508
1647,0.42845508
1648,0.42845508
1649,0.42845508
1650,0.42845508
1651,0.42845508
1652,0.42845508
1653,0.42845508
1654,0.42845508
1655,0.42845508
1656,0.42845508
1657,0.42845508
1658,0.42845508
1659,0.42845508
1660,0.42845508
1661,0.42845508
1662,0.42845508
1663,0.42845508
