,0.3835983
1664,0.42845508
1665,0.42845508
1666,0.42845508
1667,0.42845508
1668,0.42845508
1669,0.42845508
1670,0.42845508
1671,0.42845508
1672,0.42845508
1673,0.42845508
1674,0.42845508
1675,0.42845508
1676,0.42845508
1677,0.42845508
1678,0.42845508
1679,0.42845508
1680,0.42845508
1681,0.42845508
1682,0.42845508
1683,0.42845508
1684,0.42845508
1685,0.42845508
1686,0.42845508
1687,0.42845508
1688,0.42845508
1689,0.42845508
1690,0.42845508
1691,0.42845508
1692,0.42845508
1693,0.42845508
1694,0.42845508
1695,0.42845508
1696,0.42845508
1697,0.42845508
1698,0.42845508
1699,0.42845508
1700,0.42845508
1701,0.42845508
1702,0.42845508
1703,0.42845508
1704,0.42845508
1705,0.42845508
1706,0.42845508
1707,0.42845508
1708,0.42845508
1709,0.42845508
1710,0.42845508
1711,0.42845508
1712,0.42845508
1713,0.42845508
1714,0.42845508
1715,0.42845508
1716,0.42845508
1717,0.42845508
1718,0.42845508
1719,0.42845508
1720,0.42845508
1721,0.42845508
1722,0.42845508
1723,0.42845508
1724,0.42845508
1725,0.42845508
1726,0.42845508
1727,0.42845508
1728,0.42845508
1729,0.42845508
1730,0.42845508
1731,0.42845508
1732,0.42845508
1733,0.42845508
1734,0.42845508
1735,0.42845508
1736,0.42845508
1737,0.42845508
1738,0.42845508
1739,0.42845508
1740,0.42845508
1741,0.42845508
1742,0.42845508
1743,0.42845508
1744,0.42845508
1745,0.42845508
1746,0.42845508
1747,0.42845508
1748,0.42845508
1749,0.42845508
1750,0.42845508
1751,0.42845508
1752,0.42845508
1753,0.42845508
1754,0.42845508
1755,0.42845508
1756,0.42845508
1757,0.42845508
1758,0.42845508
1759,0.42845508
1760,0.42845508
1761,0.42845508
1762,0.42845508
1763,0.42845508
1764,0.42845508
1765,0.42845508
1766,0.42845508
1767,0.42845508
1768,0.42845508
1769,0.42845508
1770,0.42845508
1771,0.42845508
1772,0.42845508
1773,0.42845508
1774,0.42845508
1775,0.42845508
1776,0.42845508
1777,0.42845508
1778,0.42845508
1779,0.42845508
1780,0.42845508
1781,0.42845508
1782,0.42845508
1783,0.42845508
1784,0.42845508
1785,0.42845508
1786,0.42845508
1787,0.42845508
1788,0.42845508
1789,0.42845508
1790,0.42845508
1791,0.42845508
1792,0.42845508
1793,0.42845508
1794,0.42845508
1795,0.42845508
1796,0.42845508
1797,0.42845508
1798,0.42845508
1799,0.42845508
1800,0.42845508
1801,0.42845508
1802,0.42845508
1803,0.42845508
1804,0.42845508
1805,0.42845508
1806,0.42845508
1807,0.42845508
1808,0.42845508
1809,0.42845508
1810,0.42845508
1811,0.42845508
1812,0.42845508
1813,0.42845508
1814,0.42845508
1815,0.42845508
1816,0.42845508
1817,0.42845508
1818,0.42845508
1819,0.42845508
1820,0.42845508
1821,0.42845508
1822,0.42845508
1823,0.42845508
1824,0.42845508
1825,0.42845508
1826,0.42845508
1827,0.42845508
1828,0.42845508
1829,0.42845508
1830,0.42845508
1831,0.42845508
1832,0.42845508
1833,0.42845508
1834,0.42845508
1835,0.42845508
1836,0.42845508
1837,0.42845508
1838,0.42845508
1839,0.42845508
1840,0.42845508
1841,0.42845508
1842,0.42845508
1843,0.42845508
1844,0.42845508
1845,0.42845508
1846,0.42845508
1847,0.42845508
1848,0.42845508
1849,0.42845508
1850,0.42845508
1851,0.42845508
1852,0.42845508
1853,0.42845508
1854,0.42845508
1855,0.42845508
1856,0.42845508
1857,0.42845508
1858,0.42845508
1859,0.42845508
1860,0.42845508
1861,0.42845508
1862,0.42845508
1863,0.42845508
1864,0.42845508
1865,0.42845508
1866,0.42845508
1867,0.42845508
1868,0.42845508
1869,0.42845508
1870,0.42845508
1871,0.42845508
1872,0.42845508
1873,0.42845508
1874,0.42845508
1875,0.42845508
1876,0.42845508
1877,0.42845508
1878,0.42845508
1879,0.42845508
1880,0.42845508
1881,0.42845508
1882,0.42845508
1883,0.42845508
