,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Return Range,Accuracy Range,Average Precision,Average Recall,Average F1
0,0.5986961451247166,0.6394557823129252,1411.6411664221673,0.6030120481927712,0.0,1618.9905671575102,1212.008985158783,0.6626506024096386,0.5662650602409639,,,0.5358277566389406,0.6180555555555556,0.5517702204187458
