,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Return Range,Accuracy Range,Average Precision,Average Recall,Average F1
0,0.5699829931972789,0.6400226757369614,1229.9352833590863,0.5861445783132531,3.0,1663.3166184473034,904.0863798460967,0.6626506024096386,0.4819277108433735,,,0.5167238486574458,0.6583333333333334,0.5540560495707155
