,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Return Range,Accuracy Range,Average Precision,Average Recall,Average F1
0,0.543764172335601,0.6122448979591837,1318.9635995461858,0.5704819277108434,3.0,1707.518184417729,815.578585575211,0.6506024096385542,0.4819277108433735,,,0.5014488493214879,0.6694444444444444,0.5467844364667905
