,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Return Range,Accuracy Range,Average Return NOTH,Average Accuracy NOTH,Average Precision,Average Recall,Average F1
0,0.5322237318840579,0.5942028985507247,848.1117181648544,0.5174731182795699,30.0,1514.001394526774,513.7775268043378,0.5698924731182796,0.44086021505376344,,,589.9245852169589,0.5215053763440859,0.5241066905895895,0.5456521739130435,0.48088305831219136
