,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Return Range,Accuracy Range,Average Precision,Average Recall,Average F1
0,0.6025793650793652,0.6570294784580498,1437.3024082867246,0.6216867469879517,0.0,1800.4499257113832,1094.5731196432691,0.6746987951807228,0.5421686746987951,,,0.5717706341177404,0.5361111111111112,0.5191431955126886
