,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Return Range,Accuracy Range,Average Precision,Average Recall,Average F1
0,0.6066609977324262,0.6695011337868481,1500.9100484415096,0.6253012048192771,0.0,2158.7147723931475,1036.1390248424327,0.6867469879518072,0.5301204819277109,,,0.549102080326054,0.6194444444444446,0.5614618385033211
