,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Return Range,Accuracy Range,Average Precision,Average Recall,Average F1
0,0.5413265306122449,0.6128117913832201,1432.7925941745966,0.5813253012048194,2.0,1961.5731204915517,912.4665020242511,0.6265060240963856,0.5180722891566265,,,0.5365918680504067,0.5305555555555556,0.4805520728745855
