,Average AUC,Best AUC,Average Return,Average Accuracy,Lost Money Count,Best Return,Worst Return,Best Accuracy,Worst Accuracy,Return Range,Accuracy Range,Average Return NOTH,Average Accuracy NOTH,Average Precision,Average Recall,Average F1
0,0.5634963768115943,0.5401704985791785,1163.5890260079952,0.521505376344086,3.0,1764.2304743829102,489.48453094033874,0.5913978494623656,0.4731182795698925,,,842.6271475048765,0.546236559139785,0.5059843107258842,0.7760869565217392,0.5950537246165835
