day,date,nyhlr,high1,low1,close1,volume1
Tue,01-11-2022,1.6842,1.6842,1.6842,1.6842,0
Mon,01-10-2022,0.4634,0.4634,0.4634,0.4634,0
Fri,01-07-2022,0.9619,0.9619,0.9619,0.9619,0
Thu,01-06-2022,0.3459,0.3459,0.3459,0.3459,0
Wed,01-05-2022,1.1186,1.1186,1.1186,1.1186,0
Tue,01-04-2022,2.6938,2.6938,2.6938,2.6938,0
Mon,01-03-2022,3.3103,3.3103,3.3103,3.3103,0
Fri,12-31-2021,3.1190,3.1190,3.1190,3.1190,0
Thu,12-30-2021,2.9818,2.9818,2.9818,2.9818,0
Wed,12-29-2021,1.7640,1.7640,1.7640,1.7640,0
Tue,12-28-2021,2.6935,2.6935,2.6935,2.6935,0
Mon,12-27-2021,3.1162,3.1162,3.1162,3.1162,0
Thu,12-23-2021,3.6428,3.6428,3.6428,3.6428,0
Wed,12-22-2021,1.0535,1.0535,1.0535,1.0535,0
Tue,12-21-2021,0.7049,0.7049,0.7049,0.7049,0
Mon,12-20-2021,0.0539,0.0539,0.0539,0.0539,0
Fri,12-17-2021,0.2530,0.2530,0.2530,0.2530,0
Thu,12-16-2021,1.1340,1.1340,1.1340,1.1340,0
Wed,12-15-2021,0.3000,0.3000,0.3000,0.3000,0
Tue,12-14-2021,0.2045,0.2045,0.2045,0.2045,0
Mon,12-13-2021,0.7416,0.7416,0.7416,0.7416,0
Fri,12-10-2021,0.7671,0.7671,0.7671,0.7671,0
Thu,12-09-2021,0.9245,0.9245,0.9245,0.9245,0
Wed,12-08-2021,4.3157,4.3157,4.3157,4.3157,0
Tue,12-07-2021,3.9130,3.9130,3.9130,3.9130,0
Mon,12-06-2021,0.3868,0.3868,0.3868,0.3868,0
Fri,12-03-2021,0.1346,0.1346,0.1346,0.1346,0
Thu,12-02-2021,0.0904,0.0904,0.0904,0.0904,0
Wed,12-01-2021,0.1476,0.1476,0.1476,0.1476,0
Tue,11-30-2021,0.0928,0.0928,0.0928,0.0928,0
Mon,11-29-2021,0.2800,0.2800,0.2800,0.2800,0
Fri,11-26-2021,0.0990,0.0990,0.0990,0.0990,0
Wed,11-24-2021,0.8390,0.8390,0.8390,0.8390,0
Tue,11-23-2021,0.3559,0.3559,0.3559,0.3559,0
Mon,11-22-2021,1.0465,1.0465,1.0465,1.0465,0
Fri,11-19-2021,0.8303,0.8303,0.8303,0.8303,0
Thu,11-18-2021,1.0925,1.0925,1.0925,1.0925,0
Wed,11-17-2021,1.2926,1.2926,1.2926,1.2926,0
Tue,11-16-2021,3.0714,3.0714,3.0714,3.0714,0
Mon,11-15-2021,3.7500,3.7500,3.7500,3.7500,0
Fri,11-12-2021,3.4878,3.4878,3.4878,3.4878,0
Thu,11-11-2021,2.0196,2.0196,2.0196,2.0196,0
Wed,11-10-2021,3.7631,3.7631,3.7631,3.7631,0
Tue,11-09-2021,5.8275,5.8275,5.8275,5.8275,0
Mon,11-08-2021,17.667,17.667,17.667,17.667,0
Fri,11-05-2021,12.083,12.083,12.083,12.083,0
Thu,11-04-2021,8.7931,8.7931,8.7931,8.7931,0
Wed,11-03-2021,12.048,12.048,12.048,12.048,0
Tue,11-02-2021,5.8787,5.8787,5.8787,5.8787,0
Mon,11-01-2021,10.450,10.450,10.450,10.450,0
Fri,10-29-2021,3.3695,3.3695,3.3695,3.3695,0
Thu,10-28-2021,3.0888,3.0888,3.0888,3.0888,0
Wed,10-27-2021,1.8775,1.8775,1.8775,1.8775,0
Tue,10-26-2021,7.7692,7.7692,7.7692,7.7692,0
Mon,10-25-2021,8.4800,8.4800,8.4800,8.4800,0
Fri,10-22-2021,9.4090,9.4090,9.4090,9.4090,0
Thu,10-21-2021,12.071,12.071,12.071,12.071,0
Wed,10-20-2021,10.882,10.882,10.882,10.882,0
Tue,10-19-2021,5.0000,5.0000,5.0000,5.0000,0
Mon,10-18-2021,3.0000,3.0000,3.0000,3.0000,0
Fri,10-15-2021,6.8333,6.8333,6.8333,6.8333,0
Thu,10-14-2021,6.7826,6.7826,6.7826,6.7826,0
Wed,10-13-2021,2.0285,2.0285,2.0285,2.0285,0
Tue,10-12-2021,1.4333,1.4333,1.4333,1.4333,0
Mon,10-11-2021,2.8333,2.8333,2.8333,2.8333,0
Fri,10-08-2021,2.4038,2.4038,2.4038,2.4038,0
Thu,10-07-2021,2.0983,2.0983,2.0983,2.0983,0
Wed,10-06-2021,0.3578,0.3578,0.3578,0.3578,0
Tue,10-05-2021,1.6825,1.6825,1.6825,1.6825,0
Mon,10-04-2021,1.2083,1.2083,1.2083,1.2083,0
Fri,10-01-2021,1.1518,1.1518,1.1518,1.1518,0
Thu,09-30-2021,0.6463,0.6463,0.6463,0.6463,0
Wed,09-29-2021,0.8382,0.8382,0.8382,0.8382,0
Tue,09-28-2021,1.0000,1.0000,1.0000,1.0000,0
Mon,09-27-2021,2.5106,2.5106,2.5106,2.5106,0
Fri,09-24-2021,1.7727,1.7727,1.7727,1.7727,0
Thu,09-23-2021,3.0909,3.0909,3.0909,3.0909,0
Wed,09-22-2021,2.7200,2.7200,2.7200,2.7200,0
Tue,09-21-2021,0.8260,0.8260,0.8260,0.8260,0
Mon,09-20-2021,0.1704,0.1704,0.1704,0.1704,0
Fri,09-17-2021,2.5666,2.5666,2.5666,2.5666,0
Thu,09-16-2021,1.9574,1.9574,1.9574,1.9574,0
Wed,09-15-2021,1.5416,1.5416,1.5416,1.5416,0
Tue,09-14-2021,1.1964,1.1964,1.1964,1.1964,0
Mon,09-13-2021,2.4444,2.4444,2.4444,2.4444,0
Fri,09-10-2021,3.6666,3.6666,3.6666,3.6666,0
Thu,09-09-2021,3.2000,3.2000,3.2000,3.2000,0
Wed,09-08-2021,2.6216,2.6216,2.6216,2.6216,0
Tue,09-07-2021,3.7647,3.7647,3.7647,3.7647,0
Fri,09-03-2021,8.7727,8.7727,8.7727,8.7727,0
Thu,09-02-2021,13.944,13.944,13.944,13.944,0
Wed,09-01-2021,9.7894,9.7894,9.7894,9.7894,0
Tue,08-31-2021,4.4545,4.4545,4.4545,4.4545,0
Mon,08-30-2021,6.2580,6.2580,6.2580,6.2580,0
Fri,08-27-2021,5.1562,5.1562,5.1562,5.1562,0
Thu,08-26-2021,1.9761,1.9761,1.9761,1.9761,0
Wed,08-25-2021,3.9166,3.9166,3.9166,3.9166,0
Tue,08-24-2021,2.2799,2.2799,2.2799,2.2799,0
Mon,08-23-2021,1.5600,1.5600,1.5600,1.5600,0
Fri,08-20-2021,0.8229,0.8229,0.8229,0.8229,0
Thu,08-19-2021,0.3983,0.3983,0.3983,0.3983,0
Wed,08-18-2021,1.0277,1.0277,1.0277,1.0277,0
Tue,08-17-2021,0.8700,0.8700,0.8700,0.8700,0
Mon,08-16-2021,1.8375,1.8375,1.8375,1.8375,0
Fri,08-13-2021,3.8409,3.8409,3.8409,3.8409,0
Thu,08-12-2021,3.7674,3.7674,3.7674,3.7674,0
Wed,08-11-2021,5.2941,5.2941,5.2941,5.2941,0
Tue,08-10-2021,3.3333,3.3333,3.3333,3.3333,0
Mon,08-09-2021,3.7931,3.7931,3.7931,3.7931,0
Fri,08-06-2021,5.2285,5.2285,5.2285,5.2285,0
Thu,08-05-2021,3.5094,3.5094,3.5094,3.5094,0
Wed,08-04-2021,3.9756,3.9756,3.9756,3.9756,0
Tue,08-03-2021,5.0000,5.0000,5.0000,5.0000,0
Mon,08-02-2021,7.7407,7.7407,7.7407,7.7407,0
Fri,07-30-2021,5.4444,5.4444,5.4444,5.4444,0
Thu,07-29-2021,8.6250,8.6250,8.6250,8.6250,0
Wed,07-28-2021,4.0714,4.0714,4.0714,4.0714,0
Tue,07-27-2021,1.5076,1.5076,1.5076,1.5076,0
Mon,07-26-2021,1.8358,1.8358,1.8358,1.8358,0
Fri,07-23-2021,2.9400,2.9400,2.9400,2.9400,0
Thu,07-22-2021,3.5000,3.5000,3.5000,3.5000,0
Wed,07-21-2021,6.2777,6.2777,6.2777,6.2777,0
Tue,07-20-2021,3.2000,3.2000,3.2000,3.2000,0
Mon,07-19-2021,0.2083,0.2083,0.2083,0.2083,0
Fri,07-16-2021,2.6585,2.6585,2.6585,2.6585,0
Thu,07-15-2021,2.2307,2.2307,2.2307,2.2307,0
Wed,07-14-2021,3.1666,3.1666,3.1666,3.1666,0
Tue,07-13-2021,7.3684,7.3684,7.3684,7.3684,0
Mon,07-12-2021,14.929,14.929,14.929,14.929,0
Fri,07-09-2021,15.200,15.200,15.200,15.200,0
Thu,07-08-2021,1.5079,1.5079,1.5079,1.5079,0
Wed,07-07-2021,5.5526,5.5526,5.5526,5.5526,0
Tue,07-06-2021,7.1538,7.1538,7.1538,7.1538,0
Fri,07-02-2021,12.688,12.688,12.688,12.688,0
Thu,07-01-2021,21.900,21.900,21.900,21.900,0
Wed,06-30-2021,17.083,17.083,17.083,17.083,0
Tue,06-29-2021,24.667,24.667,24.667,24.667,0
Mon,06-28-2021,8.8235,8.8235,8.8235,8.8235,0
Fri,06-25-2021,35.500,35.500,35.500,35.500,0
Thu,06-24-2021,28.428,28.428,28.428,28.428,0
Wed,06-23-2021,17.700,17.700,17.700,17.700,0
Tue,06-22-2021,7.8333,7.8333,7.8333,7.8333,0
Mon,06-21-2021,4.1923,4.1923,4.1923,4.1923,0
Fri,06-18-2021,2.5862,2.5862,2.5862,2.5862,0
Thu,06-17-2021,5.8750,5.8750,5.8750,5.8750,0
Wed,06-16-2021,8.4090,8.4090,8.4090,8.4090,0
Tue,06-15-2021,13.071,13.071,13.071,13.071,0
Mon,06-14-2021,22.667,22.667,22.667,22.667,0
Fri,06-11-2021,20.833,20.833,20.833,20.833,0
Thu,06-10-2021,41.500,41.500,41.500,41.500,0
Wed,06-09-2021,74.600,74.600,74.600,74.600,0
Tue,06-08-2021,39.800,39.800,39.800,39.800,0
Mon,06-07-2021,38.400,38.400,38.400,38.400,0
Fri,06-04-2021,44.286,44.286,44.286,44.286,0
Thu,06-03-2021,11.941,11.941,11.941,11.941,0
Wed,06-02-2021,48.250,48.250,48.250,48.250,0
Tue,06-01-2021,19.478,19.478,19.478,19.478,0
Fri,05-28-2021,13.235,13.235,13.235,13.235,0
Thu,05-27-2021,9.2000,9.2000,9.2000,9.2000,0
Wed,05-26-2021,6.4166,6.4166,6.4166,6.4166,0
Tue,05-25-2021,7.3846,7.3846,7.3846,7.3846,0
Mon,05-24-2021,7.7692,7.7692,7.7692,7.7692,0
Fri,05-21-2021,10.529,10.529,10.529,10.529,0
Thu,05-20-2021,5.2857,5.2857,5.2857,5.2857,0
Wed,05-19-2021,1.5151,1.5151,1.5151,1.5151,0
Tue,05-18-2021,9.5000,9.5000,9.5000,9.5000,0
Mon,05-17-2021,4.3658,4.3658,4.3658,4.3658,0
Fri,05-14-2021,3.7500,3.7500,3.7500,3.7500,0
Thu,05-13-2021,0.5000,0.5000,0.5000,0.5000,0
Wed,05-12-2021,1.2931,1.2931,1.2931,1.2931,0
Tue,05-11-2021,0.7894,0.7894,0.7894,0.7894,0
Mon,05-10-2021,13.712,13.712,13.712,13.712,0
Fri,05-07-2021,24.000,24.000,24.000,24.000,0
Thu,05-06-2021,10.540,10.540,10.540,10.540,0
Wed,05-05-2021,20.550,20.550,20.550,20.550,0
Tue,05-04-2021,10.250,10.250,10.250,10.250,0
Mon,05-03-2021,20.778,20.778,20.778,20.778,0
Fri,04-30-2021,8.1153,8.1153,8.1153,8.1153,0
Thu,04-29-2021,26.118,26.118,26.118,26.118,0
Wed,04-28-2021,15.550,15.550,15.550,15.550,0
Tue,04-27-2021,20.583,20.583,20.583,20.583,0
Mon,04-26-2021,24.688,24.688,24.688,24.688,0
Fri,04-23-2021,22.071,22.071,22.071,22.071,0
Thu,04-22-2021,17.643,17.643,17.643,17.643,0
Wed,04-21-2021,5.5609,5.5609,5.5609,5.5609,0
Tue,04-20-2021,4.0227,4.0227,4.0227,4.0227,0
Mon,04-19-2021,7.3750,7.3750,7.3750,7.3750,0
Fri,04-16-2021,20.619,20.619,20.619,20.619,0
Thu,04-15-2021,12.720,12.720,12.720,12.720,0
Wed,04-14-2021,15.368,15.368,15.368,15.368,0
Tue,04-13-2021,14.938,14.938,14.938,14.938,0
Mon,04-12-2021,17.941,17.941,17.941,17.941,0
Fri,04-09-2021,17.800,17.800,17.800,17.800,0
Thu,04-08-2021,27.222,27.222,27.222,27.222,0
Wed,04-07-2021,22.300,22.300,22.300,22.300,0
Tue,04-06-2021,40.714,40.714,40.714,40.714,0
Mon,04-05-2021,21.200,21.200,21.200,21.200,0
Thu,04-01-2021,17.364,17.364,17.364,17.364,0
Wed,03-31-2021,12.533,12.533,12.533,12.533,0
Tue,03-30-2021,3.2162,3.2162,3.2162,3.2162,0
Mon,03-29-2021,10.700,10.700,10.700,10.700,0
Fri,03-26-2021,7.6666,7.6666,7.6666,7.6666,0
Thu,03-25-2021,0.3043,0.3043,0.3043,0.3043,0
Wed,03-24-2021,0.5426,0.5426,0.5426,0.5426,0
Tue,03-23-2021,0.5660,0.5660,0.5660,0.5660,0
Mon,03-22-2021,3.9666,3.9666,3.9666,3.9666,0
Fri,03-19-2021,2.7631,2.7631,2.7631,2.7631,0
Thu,03-18-2021,9.9411,9.9411,9.9411,9.9411,0
